Farm,Type,Round,Date,Species,,,,,,
Farm4,HLS,3,29/06/2015,Lasioglossum malachurum,,,,,,
Farm4,HLS,1,22/04/2015,Lasioglossum morio,,,,,,
Farm4,HLS,3,29/06/2015,Lasioglossum morio,,,,,,
Farm4,HLS,3,29/06/2015,Lasioglossum morio,,,,,,
Farm4,HLS,1,22/04/2015,Lasioglossum pauxillum,,,,,,
Farm4,HLS,2,17/06/2015,Lasioglossum pauxillum,,,,,,
Farm4,HLS,2,17/06/2015,Lasioglossum pauxillum,,,,,,
Farm4,HLS,2,17/06/2015,Lasioglossum pauxillum,,,,,,
Farm4,HLS,3,29/06/2015,Lasioglossum pauxillum,,,,,,
Farm4,HLS,3,29/06/2015,Lasioglossum pauxillum,,,,,,
Farm4,HLS,3,29/06/2015,Lasioglossum pauxillum,,,,,,
Farm4,HLS,3,29/06/2015,Lasioglossum pauxillum,,,,,,
Farm4,HLS,3,29/06/2015,Megachile centuncularis,,,,,,
Farm4,HLS,3,29/06/2015,Megachile versicolor,,,,,,
Farm4,HLS,3,29/06/2015,Melitta leporina,,,,,,
Farm4,HLS,3,29/06/2015,Melitta leporina,,,,,,
Farm4,HLS,3,29/06/2015,Nomada fabriciana,,,,,,
Farm4,HLS,1,22/04/2015,Nomada flava,,,,,,
Farm4,HLS,1,22/04/2015,Nomada flava,,,,,,
Farm4,HLS,1,22/04/2015,Nomada flava/panzeri,,,,,,
Farm4,HLS,1,22/04/2015,Nomada flavoguttata,,,,,,
Farm4,HLS,1,22/04/2015,Nomada fucata,,,,,,
Farm4,HLS,1,22/04/2015,Nomada goodeniana,,,,,,
Farm4,HLS,1,22/04/2015,Nomada goodeniana,,,,,,
Farm4,HLS,1,22/04/2015,Nomada hirtipes,,,,,,
Farm4,HLS,1,22/04/2015,Osmia bicolor,,,,,,
Farm4,HLS,1,22/04/2015,Osmia bicolor,,,,,,
Farm4,HLS,3,29/06/2015,Osmia spinulosa,,,,,,
Farm5,ELS,1,23/04/2015,Andrena bicolor,,,,,,
Farm5,ELS,2,26/05/2015,Andrena carantonica,,,,,,
Farm5,ELS,2,26/05/2015,Andrena florea,,,,,,
Farm5,ELS,3,27/06/2015,Andrena florea,,,,,,
Farm5,ELS,3,27/06/2015,Andrena florea,,,,,,
Farm5,ELS,3,27/06/2015,Andrena florea,,,,,,
Farm5,ELS,1,23/04/2015,Andrena haemorrhoa,,,,,,
Farm5,ELS,1,23/04/2015,Andrena haemorrhoa,,,,,,
Farm5,ELS,2,26/05/2015,Andrena labiata,,,,,,
Farm5,ELS,2,26/05/2015,Andrena semilaevis,,,,,,
Farm5,ELS,3,27/06/2015,Andrena semilaevis,,,,,,
Farm5,ELS,2,26/05/2015,Bombus lapidarius,,,,,,
Farm5,ELS,2,26/05/2015,Bombus lapidarius,,,,,,
Farm5,ELS,3,27/06/2015,Bombus lapidarius,,,,,,
Farm5,ELS,4,07/08/2015,Bombus lapidarius,,,,,,
Farm5,ELS,2,26/05/2015,Bombus lucorum,,,,,,
Farm5,ELS,1,23/04/2015,Bombus pascuorum,,,,,,
Farm5,ELS,1,23/04/2015,Bombus pascuorum,,,,,,
Farm5,ELS,1,23/04/2015,Bombus pascuorum,,,,,,
Farm5,ELS,2,26/05/2015,Bombus pascuorum,,,,,,
Farm5,ELS,2,26/05/2015,Bombus pascuorum,,,,,,
Farm5,ELS,3,27/06/2015,Bombus pascuorum,,,,,,
Farm5,ELS,4,07/08/2015,Bombus pascuorum,,,,,,
Farm5,ELS,1,23/04/2015,Bombus pratorum,,,,,,
Farm5,ELS,2,26/05/2015,Bombus pratorum,,,,,,
Farm5,ELS,3,27/06/2015,Bombus pratorum,,,,,,
Farm5,ELS,1,23/04/2015,Bombus terrestris,,,,,,
Farm5,ELS,2,26/05/2015,Bombus terrestris,,,,,,
Farm5,ELS,2,26/05/2015,Bombus terrestris,,,,,,
Farm5,ELS,3,27/06/2015,Bombus terrestris,,,,,,
Farm5,ELS,4,07/08/2015,Bombus terrestris,,,,,,
Farm5,ELS,3,27/06/2015,Halictus tumulorum,,,,,,
Farm5,ELS,4,07/08/2015,Halictus tumulorum,,,,,,
Farm5,ELS,4,07/08/2015,Halictus tumulorum,,,,,,
Farm5,ELS,3,27/06/2015,Hylaeus communis,,,,,,
Farm5,ELS,1,23/04/2015,Lasioglossum calceatum,,,,,,
Farm5,ELS,1,23/04/2015,Lasioglossum calceatum,,,,,,
Farm5,ELS,3,27/06/2015,Lasioglossum calceatum,,,,,,
Farm5,ELS,4,07/08/2015,Lasioglossum calceatum,,,,,,
Farm5,ELS,3,27/06/2015,Lasioglossum lativentre,,,,,,
Farm5,ELS,1,23/04/2015,Lasioglossum malachurum,,,,,,
Farm5,ELS,1,23/04/2015,Lasioglossum malachurum,,,,,,
Farm5,ELS,1,23/04/2015,Lasioglossum malachurum,,,,,,
Farm5,ELS,1,23/04/2015,Lasioglossum malachurum,,,,,,
Farm5,ELS,1,23/04/2015,Lasioglossum malachurum,,,,,,
Farm5,ELS,2,26/05/2015,Lasioglossum malachurum,,,,,,
Farm5,ELS,3,27/06/2015,Lasioglossum malachurum,,,,,,
Farm5,ELS,4,07/08/2015,Lasioglossum malachurum,,,,,,
Farm5,ELS,4,07/08/2015,Lasioglossum malachurum,,,,,,
Farm5,ELS,4,07/08/2015,Lasioglossum malachurum,,,,,,
Farm5,ELS,1,23/04/2015,Lasioglossum morio,,,,,,
Farm5,ELS,2,26/05/2015,Lasioglossum morio,,,,,,
Farm5,ELS,1,23/04/2015,Lasioglossum pauxillum,,,,,,
Farm5,ELS,1,23/04/2015,Lasioglossum pauxillum,,,,,,
Farm5,ELS,2,26/05/2015,Lasioglossum pauxillum,,,,,,
Farm5,ELS,4,07/08/2015,Lasioglossum pauxillum,,,,,,
Farm5,ELS,4,07/08/2015,Melitta tricincta,,,,,,
Farm5,ELS,1,23/04/2015,Nomada fabriciana,,,,,,
Farm5,ELS,1,23/04/2015,Nomada fabriciana,,,,,,
Farm5,ELS,1,23/04/2015,Nomada flava/panzeri,,,,,,
Farm5,ELS,2,26/05/2015,Nomada flava/panzeri,,,,,,
Farm5,ELS,3,27/06/2015,Nomada flavoguttata,,,,,,
Farm5,ELS,3,27/06/2015,Nomada fucata,,,,,,
Farm5,ELS,1,23/04/2015,Sphecodes monilicornis,,,,,,
Farm6,ELS,3,04/07/2015,Andrena bicolor,,,,,,
Farm6,ELS,1,12/05/2015,Andrena carantonica,,,,,,
Farm6,ELS,1,12/05/2015,Andrena carantonica,,,,,,
Farm6,ELS,1,12/05/2015,Andrena carantonica,,,,,,
Farm6,ELS,2,11/06/2015,Andrena chrysosceles,,,,,,
Farm6,ELS,2,11/06/2015,Andrena chrysosceles,,,,,,
Farm6,ELS,2,11/06/2015,Andrena chrysosceles,,,,,,
Farm6,ELS,2,11/06/2015,Andrena chrysosceles,,,,,,
Farm6,ELS,2,11/06/2015,Andrena cineraria,,,,,,
Farm6,ELS,2,11/06/2015,Andrena cineraria,,,,,,
Farm6,ELS,2,11/06/2015,Andrena cineraria,,,,,,
Farm6,ELS,2,11/06/2015,Andrena cineraria,,,,,,
Farm6,ELS,2,11/06/2015,Andrena cineraria,,,,,,
Farm6,ELS,3,04/07/2015,Andrena dorsata,,,,,,
Farm6,ELS,4,30/07/2015,Andrena dorsata,,,,,,
Farm6,ELS,4,30/07/2015,Andrena dorsata,,,,,,
Farm6,ELS,3,04/07/2015,Andrena flavipes,,,,,,
Farm6,ELS,3,04/07/2015,Andrena flavipes,,,,,,
Farm6,ELS,4,30/07/2015,Andrena flavipes,,,,,,
Farm6,ELS,1,12/05/2015,Andrena haemorrhoa,,,,,,
Farm6,ELS,1,12/05/2015,Andrena haemorrhoa,,,,,,
Farm6,ELS,2,11/06/2015,Andrena haemorrhoa,,,,,,
Farm6,ELS,2,11/06/2015,Andrena helvola,,,,,,
Farm6,ELS,1,12/05/2015,Andrena minutula,,,,,,
Farm6,ELS,4,30/07/2015,Andrena minutula,,,,,,
Farm6,ELS,2,11/06/2015,Andrena nigroaenea,,,,,,
Farm6,ELS,2,11/06/2015,Andrena nigroaenea,,,,,,
Farm6,ELS,2,11/06/2015,Andrena nigroaenea,,,,,,
Farm6,ELS,1,12/05/2015,Andrena nitida,,,,,,
Farm6,ELS,2,11/06/2015,Andrena nitida,,,,,,
Farm6,ELS,2,11/06/2015,Andrena nitida,,,,,,
Farm6,ELS,2,11/06/2015,Andrena nitida,,,,,,
Farm6,ELS,2,11/06/2015,Andrena semilaevis,,,,,,
Farm6,ELS,2,11/06/2015,Andrena semilaevis,,,,,,
Farm6,ELS,2,11/06/2015,Andrena semilaevis,,,,,,
Farm6,ELS,3,04/07/2015,Andrena semilaevis,,,,,,
Farm6,ELS,3,04/07/2015,Andrena semilaevis,,,,,,
Farm6,ELS,3,04/07/2015,Andrena semilaevis,,,,,,
Farm6,ELS,1,12/05/2015,Bombus hortorum,,,,,,
Farm6,ELS,1,12/05/2015,Bombus hortorum,,,,,,
Farm6,ELS,1,12/05/2015,Bombus hortorum,,,,,,
Farm6,ELS,2,11/06/2015,Bombus hortorum,,,,,,
Farm6,ELS,4,30/07/2015,Bombus hortorum,,,,,,
Farm6,ELS,2,11/06/2015,Bombus hypnorum,,,,,,
Farm6,ELS,3,04/07/2015,Bombus hypnorum,,,,,,
Farm6,ELS,4,30/07/2015,Bombus hypnorum,,,,,,
Farm6,ELS,2,11/06/2015,Bombus lapidarius,,,,,,
Farm6,ELS,2,11/06/2015,Bombus lapidarius,,,,,,
Farm6,ELS,3,04/07/2015,Bombus lapidarius,,,,,,
Farm6,ELS,4,30/07/2015,Bombus lapidarius,,,,,,
Farm6,ELS,4,30/07/2015,Bombus lucorum,,,,,,
Farm6,ELS,1,12/05/2015,Bombus pascuorum,,,,,,
Farm6,ELS,1,12/05/2015,Bombus pascuorum,,,,,,
Farm6,ELS,2,11/06/2015,Bombus pascuorum,,,,,,
Farm6,ELS,3,04/07/2015,Bombus pascuorum,,,,,,
Farm6,ELS,4,30/07/2015,Bombus pascuorum,,,,,,
Farm6,ELS,2,11/06/2015,Bombus pratorum,,,,,,
Farm6,ELS,3,04/07/2015,Bombus pratorum,,,,,,
Farm6,ELS,4,30/07/2015,Bombus ruderatus,,,,,,
Farm6,ELS,4,30/07/2015,Bombus rupestris,,,,,,
Farm6,ELS,2,11/06/2015,Bombus terrestris,,,,,,
Farm6,ELS,3,04/07/2015,Bombus terrestris,,,,,,
Farm6,ELS,4,30/07/2015,Bombus terrestris,,,,,,
Farm6,ELS,1,12/05/2015,Bombus vestalis,,,,,,
Farm6,ELS,2,11/06/2015,Bombus vestalis,,,,,,
Farm6,ELS,4,30/07/2015,Bombus vestalis,,,,,,
Farm6,ELS,4,30/07/2015,Halictus tumulorum,,,,,,
Farm6,ELS,3,04/07/2015,Hylaeus communis,,,,,,
Farm6,ELS,4,30/07/2015,Hylaeus communis,,,,,,
Farm6,ELS,3,04/07/2015,Hylaeus confusus,,,,,,
Farm6,ELS,3,04/07/2015,Hylaeus signatus,,,,,,
Farm6,ELS,4,30/07/2015,Lasioglossum calceatum,,,,,,
Farm6,ELS,4,30/07/2015,Lasioglossum calceatum,,,,,,
Farm6,ELS,2,11/06/2015,Lasioglossum malachurum,,,,,,
Farm6,ELS,2,11/06/2015,Lasioglossum malachurum,,,,,,
Farm6,ELS,3,04/07/2015,Lasioglossum malachurum,,,,,,
Farm6,ELS,3,04/07/2015,Lasioglossum malachurum,,,,,,
Farm6,ELS,3,04/07/2015,Lasioglossum malachurum,,,,,,
Farm6,ELS,3,04/07/2015,Lasioglossum malachurum,,,,,,
Farm6,ELS,3,04/07/2015,Lasioglossum malachurum,,,,,,
Farm6,ELS,3,04/07/2015,Lasioglossum malachurum,,,,,,
Farm6,ELS,3,04/07/2015,Lasioglossum malachurum,,,,,,
Farm6,ELS,3,04/07/2015,Lasioglossum malachurum,,,,,,
Farm6,ELS,3,04/07/2015,Lasioglossum malachurum,,,,,,
Farm6,ELS,3,04/07/2015,Lasioglossum malachurum,,,,,,
Farm6,ELS,3,04/07/2015,Lasioglossum malachurum,,,,,,
Farm6,ELS,1,12/05/2015,Lasioglossum morio,,,,,,
Farm6,ELS,1,12/05/2015,Lasioglossum morio,,,,,,
Farm6,ELS,4,30/07/2015,Lasioglossum morio,,,,,,
Farm6,ELS,2,11/06/2015,Lasioglossum pauxillum,,,,,,
Farm6,ELS,4,30/07/2015,Lasioglossum pauxillum,,,,,,
Farm6,ELS,2,11/06/2015,Lasioglossum xanthopus,,,,,,
Farm6,ELS,1,12/05/2015,Nomada fabriciana,,,,,,
Farm6,ELS,4,30/07/2015,Nomada fabriciana,,,,,,
Farm6,ELS,1,12/05/2015,Nomada flava/panzeri,,,,,,
Farm6,ELS,4,30/07/2015,Nomada flavoguttata,,,,,,
Farm6,ELS,1,12/05/2015,Nomada goodeniana,,,,,,
Farm6,ELS,1,12/05/2015,Nomada goodeniana,,,,,,
Farm6,ELS,1,12/05/2015,Sphecodes ephippius,,,,,,
Farm8,HLS,1,13/05/2015,Andrena carantonica,,,,,,
Farm8,HLS,2,11/06/2015,Andrena carantonica,,,,,,
Farm8,HLS,1,13/05/2015,Andrena chrysosceles,,,,,,
Farm8,HLS,1,13/05/2015,Andrena chrysosceles,,,,,,
Farm8,HLS,1,13/05/2015,Andrena chrysosceles,,,,,,
Farm8,HLS,2,11/06/2015,Andrena chrysosceles,,,,,,
Farm8,HLS,2,11/06/2015,Andrena chrysosceles,,,,,,
Farm8,HLS,2,11/06/2015,Andrena chrysosceles,,,,,,
Farm8,HLS,2,11/06/2015,Andrena chrysosceles,,,,,,
Farm8,HLS,2,11/06/2015,Andrena cineraria,,,,,,
Farm8,HLS,2,11/06/2015,Andrena haemorrhoa,,,,,,
Farm8,HLS,2,11/06/2015,Andrena haemorrhoa,,,,,,
Farm8,HLS,2,11/06/2015,Andrena haemorrhoa,,,,,,
Farm8,HLS,2,11/06/2015,Andrena haemorrhoa,,,,,,
Farm8,HLS,3,04/07/2015,Andrena minutula,,,,,,
Farm8,HLS,2,11/06/2015,Andrena nigroaenea,,,,,,
Farm8,HLS,2,11/06/2015,Andrena nigroaenea,,,,,,
Farm8,HLS,2,11/06/2015,Andrena nitida,,,,,,
Farm8,HLS,1,13/05/2015,Bombus hortorum,,,,,,
Farm8,HLS,1,13/05/2015,Bombus hortorum,,,,,,
Farm8,HLS,2,11/06/2015,Bombus hortorum,,,,,,
Farm8,HLS,2,11/06/2015,Bombus hypnorum,,,,,,
Farm8,HLS,2,11/06/2015,Bombus jonellus,,,,,,
Farm8,HLS,1,13/05/2015,Bombus lapidarius,,,,,,
Farm8,HLS,2,11/06/2015,Bombus lapidarius,,,,,,
Farm8,HLS,2,11/06/2015,Bombus lapidarius,,,,,,
Farm8,HLS,3,04/07/2015,Bombus lapidarius,,,,,,
Farm8,HLS,2,11/06/2015,Bombus pascuorum,,,,,,
Farm8,HLS,2,11/06/2015,Bombus pascuorum,,,,,,
Farm8,HLS,2,11/06/2015,Bombus pratorum,,,,,,
Farm8,HLS,2,11/06/2015,Bombus sylvestris,,,,,,
Farm8,HLS,1,13/05/2015,Bombus terrestris,,,,,,
Farm8,HLS,2,11/06/2015,Bombus terrestris,,,,,,
Farm8,HLS,3,04/07/2015,Bombus terrestris,,,,,,
Farm8,HLS,1,13/05/2015,Halictus tumulorum,,,,,,
Farm8,HLS,1,13/05/2015,Lasioglossum calceatum,,,,,,
Farm8,HLS,1,13/05/2015,Nomada flava/panzeri,,,,,,
Farm9,HLS,4,30/07/2015,Andrena bicolor,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Andrena carantonica,,,,,,
Farm9,HLS,3,02/07/2015,Andrena carantonica,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Andrena chrysosceles,,,,,,
Farm9,HLS,3,02/07/2015,Andrena cineraria,,,,,,
Farm9,HLS,4,30/07/2015,Andrena dorsata,,,,,,
Farm9,HLS,4,30/07/2015,Andrena flavipes,,,,,,
Farm9,HLS,4,30/07/2015,Andrena flavipes,,,,,,
Farm9,HLS,4,30/07/2015,Andrena flavipes,,,,,,
Farm9,HLS,4,30/07/2015,Andrena flavipes,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Andrena fulva,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Andrena fulva,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Andrena haemorrhoa,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Andrena haemorrhoa,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Andrena haemorrhoa,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Andrena minutula,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Andrena nigroaenea,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Andrena nigroaenea,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Andrena nigroaenea,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Andrena nigroaenea,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Andrena nigroaenea,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Andrena nigroaenea,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Andrena nitida,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Andrena semilaevis,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Andrena semilaevis,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Andrena semilaevis,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Andrena semilaevis,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Andrena semilaevis,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Andrena semilaevis,,,,,,
Farm9,HLS,3,02/07/2015,Andrena semilaevis,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Andrena subopaca,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Anthophora plumipes,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Anthophora plumipes,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Bombus barbutellus,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Bombus hortorum,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Bombus hortorum,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Bombus hortorum,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Bombus hortorum,,,,,,
Farm9,HLS,3,02/07/2015,Bombus hortorum,,,,,,
Farm9,HLS,4,30/07/2015,Bombus hortorum,,,,,,
Farm9,HLS,3,02/07/2015,Bombus hypnorum,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Bombus lapidarius,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Bombus lapidarius,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Bombus lapidarius,,,,,,
Farm9,HLS,3,02/07/2015,Bombus lapidarius,,,,,,
Farm9,HLS,4,30/07/2015,Bombus lapidarius,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Bombus lucorum,,,,,,
Farm9,HLS,3,02/07/2015,Bombus lucorum,,,,,,
Farm9,HLS,4,30/07/2015,Bombus lucorum,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Bombus pascuorum,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Bombus pascuorum,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Bombus pascuorum,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Bombus pascuorum,,,,,,
Farm9,HLS,3,02/07/2015,Bombus pascuorum,,,,,,
Farm9,HLS,4,30/07/2015,Bombus pascuorum,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Bombus pratorum,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Bombus pratorum,,,,,,
Farm9,HLS,4,30/07/2015,Bombus rupestris,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Bombus sylvestris,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Bombus terrestris,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Bombus terrestris,,,,,,
Farm9,HLS,3,02/07/2015,Bombus terrestris,,,,,,
Farm9,HLS,4,30/07/2015,Bombus terrestris,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Bombus vestalis,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Bombus vestalis,,,,,,
Farm9,HLS,4,30/07/2015,Bombus vestalis,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Halictus tumulorum,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Lasioglossum calceatum,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Lasioglossum calceatum,,,,,,
Farm9,HLS,3,02/07/2015,Lasioglossum calceatum,,,,,,
Farm9,HLS,4,30/07/2015,Lasioglossum calceatum,,,,,,
Farm9,HLS,4,30/07/2015,Lasioglossum calceatum,,,,,,
Farm9,HLS,4,30/07/2015,Lasioglossum calceatum,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Lasioglossum lativentre,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Lasioglossum leucozonium,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Lasioglossum malachurum,,,,,,
Farm9,HLS,3,02/07/2015,Lasioglossum malachurum,,,,,,
Farm9,HLS,3,02/07/2015,Lasioglossum malachurum,,,,,,
Farm9,HLS,3,02/07/2015,Lasioglossum malachurum,,,,,,
Farm9,HLS,3,02/07/2015,Lasioglossum malachurum,,,,,,
Farm9,HLS,4,30/07/2015,Lasioglossum malachurum,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Lasioglossum pauxillum,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Lasioglossum pauxillum,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Lasioglossum pauxillum,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Lasioglossum pauxillum,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Lasioglossum villosulum,,,,,,
Farm9,HLS,3,02/07/2015,Lasioglossum villosulum,,,,,,
Farm9,HLS,4,30/07/2015,Melitta tricincta,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Nomada flava,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Nomada flava,,,,,,
Farm9,HLS,3,02/07/2015,Nomada fucata,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Nomada marshamella,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Nomada ruficornis,,,,,,
Farm9,HLS,01/01/1900,12/05/2015,Nomada ruficornis,,,,,,
Farm9,HLS,02/01/1900,09/06/2015,Sphecodes spinulosus,,,,,,
Farm10,HLS,4,29/07/2015,Andrena alfkenella,,,,,,
Farm10,HLS,4,29/07/2015,Andrena alfkenella,,,,,,
Farm10,HLS,4,29/07/2015,Andrena alfkenella,,,,,,
Farm10,HLS,4,29/07/2015,Andrena alfkenella,,,,,,
Farm10,HLS,1,30/04/2015,Andrena carantonica,,,,,,
Farm10,HLS,1,30/04/2015,Andrena carantonica,,,,,,
Farm10,HLS,1,30/04/2015,Andrena carantonica,,,,,,
Farm10,HLS,2,08/06/2015,Andrena chrysosceles,,,,,,
Farm10,HLS,2,08/06/2015,Andrena chrysosceles,,,,,,
Farm10,HLS,1,30/04/2015,Andrena cineraria,,,,,,
Farm10,HLS,2,08/06/2015,Andrena cineraria,,,,,,
Farm10,HLS,3,01/07/2015,Andrena dorsata,,,,,,
Farm10,HLS,2,08/06/2015,Andrena flavipes,,,,,,
Farm10,HLS,2,08/06/2015,Andrena flavipes,,,,,,
Farm10,HLS,2,08/06/2015,Andrena flavipes,,,,,,
Farm10,HLS,1,30/04/2015,Andrena fulva,,,,,,
Farm10,HLS,1,30/04/2015,Andrena haemorrhoa,,,,,,
Farm10,HLS,1,30/04/2015,Andrena haemorrhoa,,,,,,
Farm10,HLS,1,30/04/2015,Andrena haemorrhoa,,,,,,
Farm10,HLS,1,30/04/2015,Andrena haemorrhoa,,,,,,
Farm10,HLS,2,08/06/2015,Andrena haemorrhoa,,,,,,
Farm10,HLS,1,30/04/2015,Andrena nigroaenea,,,,,,
Farm10,HLS,1,30/04/2015,Andrena nigroaenea,,,,,,
Farm10,HLS,2,08/06/2015,Andrena nigroaenea,,,,,,
Farm10,HLS,1,30/04/2015,Andrena nitida,,,,,,
Farm10,HLS,1,30/04/2015,Andrena nitida,,,,,,
Farm10,HLS,1,30/04/2015,Andrena nitida,,,,,,
Farm10,HLS,2,08/06/2015,Andrena semilaevis,,,,,,
Farm10,HLS,2,08/06/2015,Andrena semilaevis,,,,,,
Farm10,HLS,2,08/06/2015,Andrena semilaevis,,,,,,
Farm10,HLS,3,01/07/2015,Andrena semilaevis,,,,,,
Farm10,HLS,3,01/07/2015,Andrena semilaevis,,,,,,
Farm10,HLS,2,08/06/2015,Andrena wilkella,,,,,,
Farm10,HLS,1,30/04/2015,Bombus hortorum,,,,,,
Farm10,HLS,1,30/04/2015,Bombus hortorum,,,,,,
Farm10,HLS,1,30/04/2015,Bombus hortorum,,,,,,
Farm10,HLS,2,08/06/2015,Bombus hortorum,,,,,,
Farm10,HLS,2,08/06/2015,Bombus hortorum,,,,,,
Farm10,HLS,3,01/07/2015,Bombus hortorum,,,,,,
Farm10,HLS,2,08/06/2015,Bombus hypnorum,,,,,,
Farm10,HLS,4,29/07/2015,Bombus hypnorum,,,,,,
Farm10,HLS,1,30/04/2015,Bombus lapidarius,,,,,,
Farm10,HLS,1,30/04/2015,Bombus lapidarius,,,,,,
Farm10,HLS,1,30/04/2015,Bombus lapidarius,,,,,,
Farm10,HLS,2,08/06/2015,Bombus lapidarius,,,,,,
Farm10,HLS,3,01/07/2015,Bombus lapidarius,,,,,,
Farm10,HLS,4,29/07/2015,Bombus lapidarius,,,,,,
Farm10,HLS,3,01/07/2015,Bombus lucorum,,,,,,
Farm10,HLS,4,29/07/2015,Bombus lucorum,,,,,,
Farm10,HLS,1,30/04/2015,Bombus pascuorum,,,,,,
Farm10,HLS,1,30/04/2015,Bombus pascuorum,,,,,,
Farm10,HLS,1,30/04/2015,Bombus pascuorum,,,,,,
Farm10,HLS,1,30/04/2015,Bombus pascuorum,,,,,,
Farm10,HLS,2,08/06/2015,Bombus pascuorum,,,,,,
Farm10,HLS,2,08/06/2015,Bombus pascuorum,,,,,,
Farm10,HLS,3,01/07/2015,Bombus pascuorum,,,,,,
Farm10,HLS,4,29/07/2015,Bombus pascuorum,,,,,,
Farm10,HLS,1,30/04/2015,Bombus pratorum,,,,,,
Farm10,HLS,2,08/06/2015,Bombus pratorum,,,,,,
Farm10,HLS,2,08/06/2015,Bombus pratorum,,,,,,
Farm10,HLS,4,29/07/2015,Bombus pratorum,,,,,,
Farm10,HLS,2,08/06/2015,Bombus rupestris,,,,,,
Farm10,HLS,2,08/06/2015,Bombus rupestris,,,,,,
Farm10,HLS,4,29/07/2015,Bombus rupestris,,,,,,
Farm10,HLS,1,30/04/2015,Bombus terrestris,,,,,,
Farm10,HLS,1,30/04/2015,Bombus terrestris,,,,,,
Farm10,HLS,1,30/04/2015,Bombus terrestris,,,,,,
Farm10,HLS,2,08/06/2015,Bombus terrestris,,,,,,
Farm10,HLS,3,01/07/2015,Bombus terrestris,,,,,,
Farm10,HLS,4,29/07/2015,Bombus terrestris,,,,,,
Farm10,HLS,1,30/04/2015,Bombus vestalis,,,,,,
Farm10,HLS,2,08/06/2015,Bombus vestalis,,,,,,
Farm10,HLS,3,01/07/2015,Bombus vestalis,,,,,,
Farm10,HLS,4,29/07/2015,Bombus vestalis,,,,,,
Farm10,HLS,3,01/07/2015,Colletes daviesanus,,,,,,
Farm10,HLS,3,01/07/2015,Halictus rubicundus,,,,,,
Farm10,HLS,2,08/06/2015,Halictus tumulorum,,,,,,
Farm10,HLS,2,08/06/2015,Halictus tumulorum,,,,,,
