Farm,Type,Round,Year,Species,Nature,Abundance
Farm16,HLS,3,2013,Convolvulus arvensis,Wild,70
Farm16,HLS,3,2013,Convolvulus arvensis,Wild,120
Farm16,HLS,3,2013,Convolvulus arvensis,Wild,248
Farm16,HLS,3,2013,Convolvulus arvensis,Wild,36
Farm16,HLS,3,2013,Convolvulus arvensis,Wild,650
Farm16,HLS,3,2013,Convolvulus arvensis,Wild,272
Farm16,HLS,3,2013,Crepis capillaris,Wild,15
Farm16,HLS,3,2013,Daucus carota,Sown,6
Farm16,HLS,3,2013,Daucus carota,Sown,39
Farm16,HLS,3,2013,Dipsacus fullonum,Wild,60
Farm16,HLS,3,2013,Dipsacus fullonum,Wild,221
Farm16,HLS,3,2013,Fagopyrum esculentum,Wild,31
Farm16,HLS,3,2013,Heracleum sphondylium,Wild,105
Farm16,HLS,3,2013,Heracleum sphondylium,Wild,3
Farm16,HLS,3,2013,Hypericum perforatum,Wild,10
Farm16,HLS,3,2013,Hypericum perforatum,Wild,265
Farm16,HLS,3,2013,Hypericum perforatum,Wild,640
Farm16,HLS,3,2013,Knautia arvensis,Sown,1
Farm16,HLS,3,2013,Knautia arvensis,Sown,85
Farm16,HLS,3,2013,Knautia arvensis,Sown,1
Farm16,HLS,3,2013,Lathyrus pratensis,Sown,15
Farm16,HLS,3,2013,Linaria vulgaris,Wild,60
Farm16,HLS,3,2013,Linum usitatissimum,Wild,2
Farm16,HLS,3,2013,Lotus corniculatus,Sown,65
Farm16,HLS,3,2013,Lotus corniculatus,Sown,3120
Farm16,HLS,3,2013,Lotus corniculatus,Sown,225
Farm16,HLS,3,2013,Lotus corniculatus,Sown,18
Farm16,HLS,3,2013,Lotus corniculatus,Sown,1132
Farm16,HLS,3,2013,Melilotus alba,Wild,335
Farm16,HLS,3,2013,Melilotus alba,Wild,62
Farm16,HLS,3,2013,Melilotus officinalis,Sown,360
Farm16,HLS,3,2013,Melilotus officinalis,Sown,70
Farm16,HLS,3,2013,Myosotis arvensis,Wild,60
Farm16,HLS,3,2013,Odontites verna,Wild,15
Farm16,HLS,3,2013,Onobrychis viciifolia,Sown,1
Farm16,HLS,3,2013,Phacelia tanacetifolia,Sown,70
Farm16,HLS,3,2013,Picris hieraciodies,Wild,22000
Farm16,HLS,3,2013,Picris hieraciodies,Wild,600
Farm16,HLS,3,2013,Picris hieraciodies,Wild,2
Farm16,HLS,3,2013,Picris hieraciodies,Wild,5
Farm16,HLS,3,2013,Pimpinella saxifraga,Wild,4
Farm16,HLS,3,2013,Pimpinella saxifraga,Wild,2
Farm16,HLS,3,2013,Pulicaria dysenterica,Wild,70
Farm16,HLS,3,2013,Pulicaria dysenterica,Wild,105
Farm16,HLS,3,2013,Rubus fruticosus agg.,Wild,45
Farm16,HLS,3,2013,Senecio erucifolius,Wild,28
Farm16,HLS,3,2013,Senecio jacobea,Wild,15
Farm16,HLS,3,2013,Senecio jacobea,Wild,245
Farm16,HLS,3,2013,Senecio jacobea,Wild,40
Farm16,HLS,3,2013,Senecio jacobea,Wild,1240
Farm16,HLS,3,2013,Senecio jacobea,Wild,11
Farm16,HLS,3,2013,Senecio jacobea,Wild,15
Farm16,HLS,3,2013,Senecio jacobea,Wild,92
Farm16,HLS,3,2013,Sinapis alba,Wild,12
Farm16,HLS,3,2013,Sonchus arvensis,Sown,35
Farm16,HLS,3,2013,Sonchus arvensis,Sown,1
Farm16,HLS,3,2013,Sonchus asper,Wild,10
Farm16,HLS,3,2013,Torilis japonica,Wild,120
Farm16,HLS,3,2013,Trifolium campestre,Wild,300
Farm16,HLS,3,2013,Trifolium hybridum,Sown,15
Farm16,HLS,3,2013,Trifolium pratense,Sown,320
Farm16,HLS,3,2013,Trifolium pratense,Sown,175
Farm16,HLS,3,2013,Trifolium pratense,Sown,2
Farm16,HLS,3,2013,Trifolium pratense,Sown,410
Farm16,HLS,3,2013,Trifolium pratense,Sown,25
Farm16,HLS,3,2013,Trifolium pratense,Sown,552
Farm16,HLS,3,2013,Trifolium repens,Wild,12
Farm16,HLS,3,2013,Trifolium repens,Wild,70
Farm16,HLS,3,2013,Trifolium repens,Wild,90
Farm16,HLS,3,2013,Trifolium repens,Wild,6
Farm16,HLS,3,2013,Trifolium repens,Wild,35
Farm16,HLS,3,2013,Tripleurospermum inodorum,Wild,600
Farm5,ELS,1,2013,Aesculus hippocastanum,Wild,300
Farm5,ELS,1,2013,Aesculus hippocastanum,Wild,200
Farm5,ELS,1,2013,Ajuga reptans,Wild,30
Farm5,ELS,1,2013,Anthriscus sylvestris,Wild,16
Farm5,ELS,1,2013,Anthriscus sylvestris,Wild,40
Farm5,ELS,1,2013,Anthriscus sylvestris,Wild,14
Farm5,ELS,1,2013,Anthriscus sylvestris,Wild,222
Farm5,ELS,1,2013,Anthriscus sylvestris,Wild,60
Farm5,ELS,1,2013,Anthriscus sylvestris,Wild,16
Farm5,ELS,1,2013,Anthriscus sylvestris,Wild,300
Farm5,ELS,1,2013,Barbarea vulgaris,Wild,60
Farm5,ELS,1,2013,Bellis perennis,Wild,30
Farm5,ELS,1,2013,Bellis perennis,Wild,30
Farm5,ELS,1,2013,Bryonia dioica,Wild,20
Farm5,ELS,1,2013,Cardamine pratensis,Wild,400
Farm5,ELS,1,2013,Cerastium fontanum,Wild,4
Farm5,ELS,1,2013,Cerastium fontanum,Wild,3
Farm5,ELS,1,2013,Cerastium fontanum,Wild,2
Farm5,ELS,1,2013,Crataegus monogyna,Wild,600
Farm5,ELS,1,2013,Crataegus monogyna,Wild,800
Farm5,ELS,1,2013,Cruciata laevipes,Wild,1700
Farm5,ELS,1,2013,Cruciata laevipes,Wild,400
Farm5,ELS,1,2013,Geum urbanum,Wild,3
Farm5,ELS,1,2013,Glechoma hederacea,Wild,55
Farm5,ELS,1,2013,Glechoma hederacea,Wild,6
Farm5,ELS,1,2013,Glechoma hederacea,Wild,27
Farm5,ELS,1,2013,Glechoma hederacea,Wild,85
Farm5,ELS,1,2013,Glechoma hederacea,Wild,124
Farm5,ELS,1,2013,Heracleum sphondylium,Wild,1
Farm5,ELS,1,2013,Lamiastrum galeobdeon,Wild,300
Farm5,ELS,1,2013,Lamium album,Wild,500
Farm5,ELS,1,2013,Lamium album,Wild,140
Farm5,ELS,1,2013,Myosotis arvensis,Wild,12
Farm5,ELS,1,2013,Plantago lanceolata,Sown,8
Farm5,ELS,1,2013,Ranunculus acris,Sown,450
Farm5,ELS,1,2013,Ranunculus acris,Sown,16
Farm5,ELS,1,2013,Ranunculus repens,Wild,1500
Farm5,ELS,1,2013,Ranunculus repens,Wild,100
Farm5,ELS,1,2013,Ranunculus repens,Wild,248
Farm5,ELS,1,2013,Ranunculus repens,Wild,126
Farm5,ELS,1,2013,Ranunculus repens,Wild,550
Farm5,ELS,1,2013,Ranunculus repens,Wild,150
Farm5,ELS,1,2013,Ranunculus repens,Wild,62
Farm5,ELS,1,2013,Silene dioica,Sown,2
Farm5,ELS,1,2013,Silene dioica,Sown,8
Farm5,ELS,1,2013,Silene dioica,Sown,25
Farm5,ELS,1,2013,Stellaria holostea,Wild,535
Farm5,ELS,1,2013,Stellaria holostea,Wild,540
Farm5,ELS,1,2013,Stellaria holostea,Wild,70
Farm5,ELS,1,2013,Taraxacum agg.,Wild,2
Farm5,ELS,1,2013,Taraxacum agg.,Wild,1
Farm5,ELS,1,2013,Taraxacum agg.,Wild,2
Farm5,ELS,1,2013,Trifolium pratense,Sown,10
Farm5,ELS,1,2013,Trifolium pratense,Sown,14
Farm5,ELS,1,2013,Veronica chamaedrys,Wild,500
Farm5,ELS,1,2013,Viburnum lantana,Wild,30
Farm5,ELS,1,2013,Vicia sativa agg.,Wild,13
Farm5,ELS,1,2013,Vicia sepium,Wild,17
Farm5,ELS,1,2013,,Wild,
Farm5,ELS,1,2014,Ajuga reptans,Wild,160
Farm5,ELS,1,2014,Anthriscus sylvestris,Wild,260
Farm5,ELS,1,2014,Anthriscus sylvestris,Wild,250
Farm5,ELS,1,2014,Anthriscus sylvestris,Wild,250
Farm5,ELS,1,2014,Anthriscus sylvestris,Wild,30
Farm5,ELS,1,2014,Anthriscus sylvestris,Wild,150
Farm5,ELS,1,2014,Anthriscus sylvestris,Wild,120
Farm5,ELS,1,2014,Anthriscus sylvestris,Wild,40
Farm5,ELS,1,2014,Bellis perennis,Wild,40
Farm5,ELS,1,2014,Bellis perennis,Wild,145
Farm5,ELS,1,2014,Bellis perennis,Wild,164
Farm5,ELS,1,2014,Bryonia dioica,Wild,12
Farm5,ELS,1,2014,Bryonia dioica,Wild,50
Farm5,ELS,1,2014,Cardamine pratensis,Wild,190
Farm5,ELS,1,2014,Cerastium fontanum,Wild,121
Farm5,ELS,1,2014,Cerastium fontanum,Wild,155
Farm5,ELS,1,2014,Cerastium fontanum,Wild,10
Farm5,ELS,1,2014,Cruciata laevipes,Wild,500
Farm5,ELS,1,2014,Cruciata laevipes,Wild,160
Farm5,ELS,1,2014,Cruciata laevipes,Wild,400
Farm5,ELS,1,2014,Galium aparine,Wild,14
Farm5,ELS,1,2014,Geranium dissectum,Wild,11
Farm5,ELS,1,2014,Geranium dissectum,Wild,11
Farm5,ELS,1,2014,Geum urbanum,Wild,1
Farm5,ELS,1,2014,Glechoma hederacea,Wild,70
Farm5,ELS,1,2014,Glechoma hederacea,Wild,8
Farm5,ELS,1,2014,Glechoma hederacea,Wild,180
Farm5,ELS,1,2014,Glechoma hederacea,Wild,15
Farm5,ELS,1,2014,Lamium album,Wild,350
Farm5,ELS,1,2014,Lamium album,Wild,12
Farm5,ELS,1,2014,Lamium album,Wild,16
Farm5,ELS,1,2014,Medicago lupulina,Sown,158
Farm5,ELS,1,2014,Myosotis arvensis,Wild,300
Farm5,ELS,1,2014,Ranunculus acris,Sown,4150
Farm5,ELS,1,2014,Ranunculus repens,Wild,9850
Farm5,ELS,1,2014,Ranunculus repens,Wild,200
Farm5,ELS,1,2014,Ranunculus repens,Wild,200
Farm5,ELS,1,2014,Ranunculus repens,Wild,100
Farm5,ELS,1,2014,Ranunculus repens,Wild,70
Farm5,ELS,1,2014,Ranunculus repens,Wild,120
Farm5,ELS,1,2014,Ranunculus repens,Wild,180
Farm5,ELS,1,2014,Rubus fruticosus agg.,Wild,5
Farm5,ELS,1,2014,Senecio vulgaris,Wild,100
Farm5,ELS,1,2014,Sherardia arvensis,Wild,69
Farm5,ELS,1,2014,Silene dioica,Sown,23
Farm5,ELS,1,2014,Silene latifolia,Wild,6
Farm5,ELS,1,2014,Sisymbrium officinale,Wild,60
Farm5,ELS,1,2014,Stellaria holostea,Wild,4
Farm5,ELS,1,2014,Stellaria holostea,Wild,65
Farm5,ELS,1,2014,Stellaria holostea,Wild,140
Farm5,ELS,1,2014,Taraxacum agg.,Wild,3
Farm5,ELS,1,2014,Taraxacum agg.,Wild,1
Farm5,ELS,1,2014,Taraxacum agg.,Wild,6
Farm5,ELS,1,2014,Trifolium dubium,Wild,100
Farm5,ELS,1,2014,Trifolium dubium,Wild,140
Farm5,ELS,1,2014,Trifolium pratense,Sown,3
Farm5,ELS,1,2014,Trifolium pratense,Sown,6
Farm5,ELS,1,2014,Trifolium repens,Wild,18
Farm5,ELS,1,2014,Trifolium repens,Wild,40
Farm5,ELS,1,2014,Tripleurospermum inodorum,Wild,6
Farm5,ELS,1,2014,Veronica chamaedrys,Wild,100
Farm5,ELS,1,2014,Veronica chamaedrys,Wild,660
Farm5,ELS,1,2014,Vicia sativa agg.,Wild,6
Farm5,ELS,2,2013,Anagallis arvensis,Wild,2
Farm5,ELS,2,2013,Anagallis arvensis,Wild,75
Farm5,ELS,2,2013,Bellis perennis,Wild,12
Farm5,ELS,2,2013,Bellis perennis,Wild,18
Farm5,ELS,2,2013,Bryonia dioica,Wild,18
Farm5,ELS,2,2013,Bryonia dioica,Wild,43
Farm5,ELS,2,2013,Bryonia dioica,Wild,165
Farm5,ELS,2,2013,Chaerophyllum temulum,Wild,385
Farm5,ELS,2,2013,Chaerophyllum temulum,Wild,100
Farm5,ELS,2,2013,Chaerophyllum temulum,Wild,27
Farm5,ELS,2,2013,Chaerophyllum temulum,Wild,150
Farm5,ELS,2,2013,Chaerophyllum temulum,Wild,35
Farm5,ELS,2,2013,Chaerophyllum temulum,Wild,25
Farm5,ELS,2,2013,Cirsium arvense,Wild,1
Farm5,ELS,2,2013,Cirsium arvense,Wild,2
Farm5,ELS,2,2013,Convolvulus arvensis,Wild,10
Farm5,ELS,2,2013,Convolvulus arvensis,Wild,11
Farm5,ELS,2,2013,Convolvulus arvensis,Wild,3
Farm5,ELS,2,2013,Convolvulus arvensis,Wild,23
Farm5,ELS,2,2013,Convolvulus arvensis,Wild,20
Farm5,ELS,2,2013,Cornus sanguinea,Wild,45
Farm5,ELS,2,2013,Crepis capillaris,Wild,8
Farm5,ELS,2,2013,Cruciata laevipes,Wild,250
Farm5,ELS,2,2013,Geranium dissectum,Wild,2
Farm5,ELS,2,2013,Geranium dissectum,Wild,2
Farm5,ELS,2,2013,Glechoma hederacea,Wild,46
Farm5,ELS,2,2013,Glechoma hederacea,Wild,8
Farm5,ELS,2,2013,Hypochaeris radicata,Wild,6
Farm5,ELS,2,2013,Hypochaeris radicata,Wild,3
Farm5,ELS,2,2013,Lamium album,Wild,8
Farm5,ELS,2,2013,Lamium purpureum,Wild,35
Farm5,ELS,2,2013,Lapsana communis,Wild,7
Farm5,ELS,2,2013,Lotus corniculatus,Sown,16
Farm5,ELS,2,2013,Medicago lupulina,Sown,90
Farm5,ELS,2,2013,Myosotis arvensis,Wild,30
Farm5,ELS,2,2013,Myosotis arvensis,Wild,24
Farm5,ELS,2,2013,Myosotis arvensis,Wild,230
Farm5,ELS,2,2013,Prunella vulgaris,Sown,16
Farm5,ELS,2,2013,Ranunculus acris,Sown,3000
Farm5,ELS,2,2013,Ranunculus acris,Sown,24
Farm5,ELS,2,2013,Ranunculus acris,Sown,25
Farm5,ELS,2,2013,Ranunculus repens,Wild,21240
Farm5,ELS,2,2013,Ranunculus repens,Wild,520
Farm5,ELS,2,2013,Ranunculus repens,Wild,160
Farm5,ELS,2,2013,Ranunculus repens,Wild,115
Farm5,ELS,2,2013,Ranunculus repens,Wild,150
Farm5,ELS,2,2013,Ranunculus repens,Wild,370
Farm5,ELS,2,2013,Ranunculus repens,Wild,8
Farm5,ELS,2,2013,Ranunculus repens,Wild,340
Farm5,ELS,2,2013,Rosa arvensis,Wild,20
Farm5,ELS,2,2013,Rosa arvensis,Wild,3
Farm5,ELS,2,2013,Rosa arvensis,Wild,6
Farm5,ELS,2,2013,Rosa canina agg.,Wild,33
Farm5,ELS,2,2013,Rubus fruticosus agg.,Wild,23
Farm5,ELS,2,2013,Rubus fruticosus agg.,Wild,6
Farm5,ELS,2,2013,Rubus fruticosus agg.,Wild,15
Farm5,ELS,2,2013,Rubus fruticosus agg.,Wild,15
Farm5,ELS,2,2013,Sambucus nigra,Wild,200
Farm5,ELS,2,2013,Scrophularia nodosa,Wild,12
Farm5,ELS,2,2013,Senecio vulgaris,Wild,100
Farm5,ELS,2,2013,Senecio vulgaris,Wild,15
Farm5,ELS,2,2013,Silene dioica,Sown,35
Farm5,ELS,2,2013,Sinapis arvensis,Wild,20
Farm5,ELS,2,2013,Sinapis arvensis,Wild,70
Farm5,ELS,2,2013,Sinapis arvensis,Wild,38
Farm5,ELS,2,2013,Solanum dulcamara,Wild,6
Farm5,ELS,2,2013,Sonchus asper,Wild,16
Farm5,ELS,2,2013,Stachys sylvatica,Wild,28
Farm5,ELS,2,2013,Stachys sylvatica,Wild,40
Farm5,ELS,2,2013,Stachys sylvatica,Wild,60
Farm5,ELS,2,2013,Stellaria graminea,Wild,2600
Farm5,ELS,2,2013,Taraxacum agg.,Wild,1
Farm5,ELS,2,2013,Taraxacum agg.,Wild,6
Farm5,ELS,2,2013,Tragopogon pratensis,Wild,1
Farm5,ELS,2,2013,Trifolium pratense,Sown,30
Farm5,ELS,2,2013,Trifolium pratense,Sown,15
Farm5,ELS,2,2013,Trifolium pratense,Sown,39
Farm5,ELS,2,2013,Trifolium repens,Wild,900
Farm5,ELS,2,2013,Trifolium repens,Wild,585
Farm5,ELS,2,2013,Trifolium repens,Wild,26
Farm5,ELS,2,2013,Trifolium repens,Wild,8
Farm5,ELS,2,2013,Trifolium repens,Wild,345
Farm5,ELS,2,2013,Trifolium repens,Wild,28
Farm5,ELS,2,2013,Trifolium repens,Wild,600
Farm5,ELS,2,2013,Trifolium repens,Wild,55
Farm5,ELS,2,2013,Tripleurospermum inodorum,Wild,110
Farm5,ELS,2,2013,Tripleurospermum inodorum,Wild,45
Farm5,ELS,2,2013,Tripleurospermum inodorum,Wild,340
Farm5,ELS,2,2013,Veronica chamaedrys,Wild,8
Farm5,ELS,2,2013,Veronica chamaedrys,Wild,52
Farm5,ELS,2,2013,Veronica persica,Wild,30
Farm5,ELS,2,2013,Veronica persica,Wild,16
Farm5,ELS,2,2013,Vicia faba,Wild,8
Farm5,ELS,2,2013,Vicia faba,Wild,24
Farm5,ELS,2,2013,Vicia faba,Wild,33
Farm5,ELS,2,2013,,Wild,
Farm5,ELS,2,2014,Agrimonia eupatorium,Wild,21
Farm5,ELS,2,2014,Agrimonia eupatorium,Wild,16
Farm5,ELS,2,2014,Agrimonia eupatorium,Wild,67
Farm5,ELS,2,2014,Anagallis arvensis,Wild,150
Farm5,ELS,2,2014,Bellis perennis,Wild,50
Farm5,ELS,2,2014,Bryonia dioica,Wild,47
Farm5,ELS,2,2014,Bryonia dioica,Wild,215
Farm5,ELS,2,2014,Chaerophyllum temulum,Wild,19
Farm5,ELS,2,2014,Chaerophyllum temulum,Wild,59
Farm5,ELS,2,2014,Cirsium arvense,Wild,140
Farm5,ELS,2,2014,Cirsium arvense,Wild,3
Farm5,ELS,2,2014,Cirsium arvense,Wild,38
Farm5,ELS,2,2014,Cirsium arvense,Wild,18
Farm5,ELS,2,2014,Cirsium palustre,Wild,12
Farm5,ELS,2,2014,Convolvulus arvensis,Wild,16
Farm5,ELS,2,2014,Convolvulus arvensis,Wild,28
Farm5,ELS,2,2014,Convolvulus arvensis,Wild,12
Farm5,ELS,2,2014,Crepis capillaris,Wild,17
Farm5,ELS,2,2014,Crepis capillaris,Wild,11
Farm5,ELS,2,2014,Cruciata laevipes,Wild,80
Farm5,ELS,2,2014,Daucus carota,Sown,1
Farm5,ELS,2,2014,Epilobium hirsutum,Wild,1
Farm5,ELS,2,2014,Geranium dissectum,Wild,25
Farm5,ELS,2,2014,Geranium dissectum,Wild,20
Farm5,ELS,2,2014,Geranium dissectum,Wild,7
Farm5,ELS,2,2014,Heracleum sphondylium,Wild,1
Farm5,ELS,2,2014,Heracleum sphondylium,Wild,3
Farm5,ELS,2,2014,Heracleum sphondylium,Wild,45
Farm5,ELS,2,2014,Hypericum perforatum,Wild,12
Farm5,ELS,2,2014,Ligustrum vulgare,Wild,100
Farm5,ELS,2,2014,Medicago lupulina,Sown,12
Farm5,ELS,2,2014,Medicago lupulina,Sown,350
Farm5,ELS,2,2014,Medicago lupulina,Sown,1400
Farm5,ELS,2,2014,Medicago lupulina,Sown,270
Farm5,ELS,2,2014,Odontites verna,Wild,39
Farm5,ELS,2,2014,Plantago lanceolata,Sown,42
Farm5,ELS,2,2014,Ranunculus acris,Sown,325
Farm5,ELS,2,2014,Ranunculus repens,Wild,1150
Farm5,ELS,2,2014,Ranunculus repens,Wild,50
Farm5,ELS,2,2014,Ranunculus repens,Wild,17
Farm5,ELS,2,2014,Ranunculus repens,Wild,1400
Farm5,ELS,2,2014,Ranunculus repens,Wild,16
Farm5,ELS,2,2014,Rosa arvensis,Wild,215
Farm5,ELS,2,2014,Rosa canina agg.,Wild,16
Farm5,ELS,2,2014,Rosa canina agg.,Wild,50
Farm5,ELS,2,2014,Rosa canina agg.,Wild,110
Farm5,ELS,2,2014,Rosa canina agg.,Wild,41
Farm5,ELS,2,2014,Rosa rubiginosa,Wild,22
Farm5,ELS,2,2014,Rubus fruticosus agg.,Wild,1200
Farm5,ELS,2,2014,Rubus fruticosus agg.,Wild,168
Farm5,ELS,2,2014,Rubus fruticosus agg.,Wild,150
Farm5,ELS,2,2014,Rubus fruticosus agg.,Wild,2300
Farm5,ELS,2,2014,Rubus fruticosus agg.,Wild,540
Farm5,ELS,2,2014,Rubus fruticosus agg.,Wild,1350
Farm5,ELS,2,2014,Sisymbrium officinale,Wild,62
Farm5,ELS,2,2014,Sonchus asper,Wild,56
Farm5,ELS,2,2014,Stachys sylvatica,Wild,90
Farm5,ELS,2,2014,Stachys sylvatica,Wild,25
Farm5,ELS,2,2014,Stachys sylvatica,Wild,300
Farm5,ELS,2,2014,Stachys sylvatica,Wild,260
Farm5,ELS,2,2014,Stachys sylvatica,Wild,65
Farm5,ELS,2,2014,Stachys sylvatica,Wild,105
Farm5,ELS,2,2014,Stellaria graminea,Wild,150
Farm5,ELS,2,2014,Trifolium hybridum,Sown,1
Farm5,ELS,2,2014,Trifolium hybridum,Sown,12
Farm5,ELS,2,2014,Trifolium pratense,Sown,10
Farm5,ELS,2,2014,Trifolium pratense,Sown,115
Farm5,ELS,2,2014,Trifolium pratense,Sown,15
Farm5,ELS,2,2014,Trifolium repens,Wild,840
Farm5,ELS,2,2014,Trifolium repens,Wild,31
Farm5,ELS,2,2014,Trifolium repens,Wild,200
Farm5,ELS,2,2014,Trifolium repens,Wild,7800
Farm5,ELS,2,2014,Trifolium repens,Wild,1350
Farm5,ELS,2,2014,Trifolium repens,Wild,200
Farm5,ELS,2,2014,Trifolium repens,Wild,820
Farm5,ELS,2,2014,Trifolium repens,Wild,35
Farm5,ELS,2,2014,Tripleurospermum inodorum,Wild,250
Farm5,ELS,2,2014,Tripleurospermum inodorum,Wild,5000
Farm5,ELS,2,2014,Vicia tetrasperma,Wild,360
Farm5,ELS,3,2013,Agrimonia eupatorium,Wild,3
Farm5,ELS,3,2013,Agrimonia eupatorium,Wild,28
Farm5,ELS,3,2013,Arctium minus,Wild,7
Farm5,ELS,3,2013,Arctium minus,Wild,370
Farm5,ELS,3,2013,Arctium minus,Wild,11
Farm5,ELS,3,2013,Arctium minus,Wild,127
Farm5,ELS,3,2013,Centaurea nigra,Sown,3
Farm5,ELS,3,2013,Cirsium arvense,Wild,1350
Farm5,ELS,3,2013,Cirsium arvense,Wild,80
Farm5,ELS,3,2013,Cirsium arvense,Wild,4
Farm5,ELS,3,2013,Cirsium arvense,Wild,70
Farm5,ELS,3,2013,Cirsium arvense,Wild,85
Farm5,ELS,3,2013,Cirsium arvense,Wild,65
Farm5,ELS,3,2013,Cirsium palustre,Wild,22
Farm5,ELS,3,2013,Cirsium vulgare,Wild,960
Farm5,ELS,3,2013,Cirsium vulgare,Wild,107
Farm5,ELS,3,2013,Cirsium vulgare,Wild,9
Farm5,ELS,3,2013,Cirsium vulgare,Wild,12
Farm5,ELS,3,2013,Cirsium vulgare,Wild,12
Farm5,ELS,3,2013,Cirsium vulgare,Wild,70
Farm5,ELS,3,2013,Clematis vitalba,Wild,3000
Farm5,ELS,3,2013,Clematis vitalba,Wild,150
Farm5,ELS,3,2013,Convolvulus arvensis,Wild,85
Farm5,ELS,3,2013,Convolvulus arvensis,Wild,71
Farm5,ELS,3,2013,Convolvulus arvensis,Wild,15
Farm5,ELS,3,2013,Convolvulus arvensis,Wild,118
Farm5,ELS,3,2013,Convolvulus arvensis,Wild,7
Farm5,ELS,3,2013,Convolvulus arvensis,Wild,530
Farm5,ELS,3,2013,Convolvulus arvensis,Wild,7
Farm5,ELS,3,2013,Daucus carota,Sown,400
Farm5,ELS,3,2013,Epilobium hirsutum,Wild,34
Farm5,ELS,3,2013,Galeopsis tetrahit,Wild,19
Farm5,ELS,3,2013,Heracleum sphondylium,Wild,3
Farm5,ELS,3,2013,Heracleum sphondylium,Wild,528
Farm5,ELS,3,2013,Heracleum sphondylium,Wild,47
Farm5,ELS,3,2013,Kickxia elatine,Wild,185
Farm5,ELS,3,2013,Lotus corniculatus,Sown,130
Farm5,ELS,3,2013,Odontites verna,Wild,90
Farm5,ELS,3,2013,Odontites verna,Wild,150
Farm5,ELS,3,2013,Pulicaria dysenterica,Wild,3300
Farm5,ELS,3,2013,Pulicaria dysenterica,Wild,35
Farm5,ELS,3,2013,Pulicaria dysenterica,Wild,7
Farm5,ELS,3,2013,Pulicaria dysenterica,Wild,180
Farm5,ELS,3,2013,Ranunculus repens,Wild,30
Farm5,ELS,3,2013,Rubus fruticosus agg.,Wild,35
Farm5,ELS,3,2013,Rubus fruticosus agg.,Wild,105
Farm5,ELS,3,2013,Rubus fruticosus agg.,Wild,40
Farm5,ELS,3,2013,Rubus fruticosus agg.,Wild,82
Farm5,ELS,3,2013,Senecio erucifolius,Wild,450
Farm5,ELS,3,2013,Senecio jacobea,Wild,8225
Farm5,ELS,3,2013,Senecio jacobea,Wild,15
Farm5,ELS,3,2013,Senecio jacobea,Wild,72
Farm5,ELS,3,2013,Senecio jacobea,Wild,40
Farm5,ELS,3,2013,Senecio jacobea,Wild,165
Farm5,ELS,3,2013,Senecio jacobea,Wild,140
Farm5,ELS,3,2013,Senecio jacobea,Wild,70
Farm5,ELS,3,2013,Sison amomum,Wild,150
Farm5,ELS,3,2013,Solanum nigrum,Wild,18
Farm5,ELS,3,2013,Sonchus arvensis,Sown,1
Farm5,ELS,3,2013,Sonchus arvensis,Sown,100
Farm5,ELS,3,2013,Sonchus arvensis,Sown,3
Farm5,ELS,3,2013,Sonchus asper,Wild,45
Farm5,ELS,3,2013,Sonchus asper,Wild,8
Farm5,ELS,3,2013,Torilis japonica,Wild,400
Farm5,ELS,3,2013,Torilis japonica,Wild,147
Farm5,ELS,3,2013,Trifolium pratense,Sown,7
Farm5,ELS,3,2013,Trifolium repens,Wild,2
Farm5,ELS,3,2013,Tripleurospermum inodorum,Wild,180
Farm5,ELS,3,2013,,Wild,
Farm5,ELS,3,2014,Calystegia sepium,Wild,60
Farm5,ELS,3,2014,Cirsium arvense,Wild,85
Farm5,ELS,3,2014,Cirsium arvense,Wild,6
Farm5,ELS,3,2014,Cirsium arvense,Wild,220
Farm5,ELS,3,2014,Cirsium arvense,Wild,265
Farm5,ELS,3,2014,Cirsium arvense,Wild,10
Farm5,ELS,3,2014,Cirsium palustre,Wild,70
Farm5,ELS,3,2014,Cirsium vulgare,Wild,360
Farm5,ELS,3,2014,Cirsium vulgare,Wild,20
Farm5,ELS,3,2014,Cirsium vulgare,Wild,100
Farm5,ELS,3,2014,Cirsium vulgare,Wild,21
Farm5,ELS,3,2014,Cirsium vulgare,Wild,40
Farm5,ELS,3,2014,Clematis vitalba,Wild,260
Farm5,ELS,3,2014,Clematis vitalba,Wild,365
Farm5,ELS,3,2014,Convolvulus arvensis,Wild,150
Farm5,ELS,3,2014,Convolvulus arvensis,Wild,240
Farm5,ELS,3,2014,Convolvulus arvensis,Wild,70
Farm5,ELS,3,2014,Convolvulus arvensis,Wild,20
Farm5,ELS,3,2014,Daucus carota,Sown,40
Farm5,ELS,3,2014,Daucus carota,Sown,7
Farm5,ELS,3,2014,Epilobium hirsutum,Wild,22
Farm5,ELS,3,2014,Epilobium hirsutum,Wild,175
Farm5,ELS,3,2014,Heracleum sphondylium,Wild,29
Farm5,ELS,3,2014,Heracleum sphondylium,Wild,3
Farm5,ELS,3,2014,Lotus corniculatus,Sown,50
Farm5,ELS,3,2014,Malva sylvestris,Wild,30
Farm5,ELS,3,2014,Odontites verna,Wild,230
Farm5,ELS,3,2014,Odontites verna,Wild,900
Farm5,ELS,3,2014,Odontites verna,Wild,860
Farm5,ELS,3,2014,Pulicaria dysenterica,Wild,3500
Farm5,ELS,3,2014,Pulicaria dysenterica,Wild,18
Farm5,ELS,3,2014,Pulicaria dysenterica,Wild,261
