Farm,Type,Round,Year,Species
Farm15,HLS,One,2014,Plantago lanceolata
Farm15,HLS,One,2014,Plantago lanceolata
Farm15,HLS,Two,2014,Plantago lanceolata
Farm15,HLS,Two,2014,Plantago lanceolata
Farm15,HLS,Two,2014,Plantago lanceolata
Farm15,HLS,Two,2014,Plantago lanceolata
Farm15,HLS,Two,2015,Plantago lanceolata
Farm15,HLS,Two,2015,Potentilla reptans
Farm15,HLS,Three,2015,Potentilla reptans
Farm15,HLS,One,2015,Primula vulgaris
Farm15,HLS,Two,2013,Prunella vulgaris
Farm15,HLS,Three,2013,Prunella vulgaris
Farm15,HLS,Three,2013,Prunella vulgaris
Farm15,HLS,Three,2013,Prunella vulgaris
Farm15,HLS,Two,2014,Prunella vulgaris
Farm15,HLS,Two,2014,Prunella vulgaris
Farm15,HLS,Three,2014,Prunella vulgaris
Farm15,HLS,Three,2014,Prunella vulgaris
Farm15,HLS,Three,2014,Prunella vulgaris
Farm15,HLS,Three,2014,Prunella vulgaris
Farm15,HLS,Three,2015,Prunella vulgaris
Farm15,HLS,Four,2015,Prunella vulgaris
Farm15,HLS,One,2015,Prunus spinosa
Farm15,HLS,Three,2013,Pulicaria dysenterica
Farm15,HLS,Three,2013,Pulicaria dysenterica
Farm15,HLS,Three,2013,Pulicaria dysenterica
Farm15,HLS,Three,2013,Pulicaria dysenterica
Farm15,HLS,Three,2013,Pulicaria dysenterica
Farm15,HLS,Three,2013,Pulicaria dysenterica
Farm15,HLS,Three,2014,Pulicaria dysenterica
Farm15,HLS,Three,2014,Pulicaria dysenterica
Farm15,HLS,Three,2014,Pulicaria dysenterica
Farm15,HLS,Three,2014,Pulicaria dysenterica
Farm15,HLS,Three,2014,Pulicaria dysenterica
Farm15,HLS,Three,2014,Pulicaria dysenterica
Farm15,HLS,Four,2015,Pulicaria dysenterica
Farm15,HLS,Four,2015,Pulicaria dysenterica
Farm15,HLS,Two,2013,Ranunculus acris
Farm15,HLS,One,2014,Ranunculus acris
Farm15,HLS,Two,2014,Ranunculus acris
Farm15,HLS,Two,2015,Ranunculus acris
Farm15,HLS,Two,2015,Ranunculus acris
Farm15,HLS,Three,2015,Ranunculus acris
Farm15,HLS,One,2015,Ranunculus auricomus
Farm15,HLS,One,2015,Ranunculus ficaria
Farm15,HLS,One,2013,Ranunculus repens
Farm15,HLS,One,2013,Ranunculus repens
Farm15,HLS,One,2013,Ranunculus repens
Farm15,HLS,One,2013,Ranunculus repens
Farm15,HLS,One,2013,Ranunculus repens
Farm15,HLS,One,2013,Ranunculus repens
Farm15,HLS,One,2013,Ranunculus repens
Farm15,HLS,One,2013,Ranunculus repens
Farm15,HLS,Two,2013,Ranunculus repens
Farm15,HLS,Two,2013,Ranunculus repens
Farm15,HLS,Two,2013,Ranunculus repens
Farm15,HLS,Two,2013,Ranunculus repens
Farm15,HLS,Two,2013,Ranunculus repens
Farm15,HLS,Two,2013,Ranunculus repens
Farm15,HLS,Two,2013,Ranunculus repens
Farm15,HLS,Two,2013,Ranunculus repens
Farm15,HLS,Three,2013,Ranunculus repens
Farm15,HLS,Three,2013,Ranunculus repens
Farm15,HLS,Three,2013,Ranunculus repens
Farm15,HLS,Three,2013,Ranunculus repens
Farm15,HLS,One,2014,Ranunculus repens
Farm15,HLS,One,2014,Ranunculus repens
Farm15,HLS,One,2014,Ranunculus repens
Farm15,HLS,One,2014,Ranunculus repens
Farm15,HLS,One,2014,Ranunculus repens
Farm15,HLS,One,2014,Ranunculus repens
Farm15,HLS,One,2014,Ranunculus repens
Farm15,HLS,Two,2014,Ranunculus repens
Farm15,HLS,Two,2014,Ranunculus repens
Farm15,HLS,Two,2014,Ranunculus repens
Farm15,HLS,Two,2014,Ranunculus repens
Farm15,HLS,Two,2014,Ranunculus repens
Farm15,HLS,Two,2014,Ranunculus repens
Farm15,HLS,Two,2014,Ranunculus repens
Farm15,HLS,Two,2014,Ranunculus repens
Farm15,HLS,Two,2014,Ranunculus repens
Farm15,HLS,One,2015,Ranunculus repens
Farm15,HLS,Two,2015,Ranunculus repens
Farm15,HLS,Two,2015,Ranunculus repens
Farm15,HLS,Two,2015,Ranunculus repens
Farm15,HLS,Three,2015,Ranunculus repens
Farm15,HLS,Three,2015,Ranunculus repens
Farm15,HLS,Four,2015,Ranunculus repens
Farm15,HLS,One,2014,Raphanus raphanistrum
Farm15,HLS,Two,2015,Raphanus raphanistrum
Farm15,HLS,Four,2015,Raphanus raphanistrum
Farm15,HLS,Two,2014,Rosa arvensis
Farm15,HLS,Two,2014,Rosa arvensis
Farm15,HLS,Three,2015,Rosa arvensis
Farm15,HLS,Three,2015,Rosa canina agg.
Farm15,HLS,Two,2013,Rubus fruticosus agg.
Farm15,HLS,Two,2013,Rubus fruticosus agg.
Farm15,HLS,Two,2014,Rubus fruticosus agg.
Farm15,HLS,Two,2014,Rubus fruticosus agg.
Farm15,HLS,Two,2014,Rubus fruticosus agg.
Farm15,HLS,Three,2014,Rubus fruticosus agg.
Farm15,HLS,Three,2015,Rubus fruticosus agg.
Farm15,HLS,One,2013,Rumex acetosa
Farm15,HLS,One,2013,Rumex acetosa
Farm15,HLS,One,2013,Rumex acetosa
Farm15,HLS,One,2013,Rumex acetosa
Farm15,HLS,One,2013,Rumex acetosa
Farm15,HLS,Two,2015,Sambucus nigra
Farm15,HLS,Three,2013,Senecio erucifolius
Farm15,HLS,Three,2013,Senecio erucifolius
Farm15,HLS,Three,2014,Senecio erucifolius
Farm15,HLS,Three,2014,Senecio erucifolius
Farm15,HLS,Three,2014,Senecio erucifolius
Farm15,HLS,Three,2014,Senecio erucifolius
Farm15,HLS,Three,2014,Senecio erucifolius
Farm15,HLS,Three,2014,Senecio erucifolius
Farm15,HLS,Three,2014,Senecio erucifolius
Farm15,HLS,Four,2015,Senecio erucifolius
Farm15,HLS,Two,2013,Senecio jacobea
Farm15,HLS,Two,2013,Senecio jacobea
Farm15,HLS,Three,2013,Senecio jacobea
Farm15,HLS,Three,2013,Senecio jacobea
Farm15,HLS,Three,2013,Senecio jacobea
Farm15,HLS,Three,2013,Senecio jacobea
Farm15,HLS,Three,2014,Senecio jacobea
Farm15,HLS,Two,2015,Senecio jacobea
Farm15,HLS,Three,2015,Senecio jacobea
Farm15,HLS,Four,2015,Senecio jacobea
Farm15,HLS,Four,2015,Senecio jacobea
Farm15,HLS,Two,2013,Senecio vulgaris
Farm15,HLS,Two,2014,Senecio vulgaris
Farm15,HLS,One,2015,Senecio vulgaris
Farm15,HLS,Two,2015,Senecio vulgaris
Farm15,HLS,Two,2015,Sherardia arvensis
Farm15,HLS,Three,2015,Sherardia arvensis
Farm15,HLS,Four,2015,Sherardia arvensis
Farm15,HLS,One,2013,Silene dioica
Farm15,HLS,One,2013,Silene dioica
Farm15,HLS,One,2013,Silene dioica
Farm15,HLS,Two,2013,Silene dioica
Farm15,HLS,One,2014,Silene dioica
Farm15,HLS,One,2014,Silene dioica
Farm15,HLS,One,2014,Silene dioica
Farm15,HLS,Two,2015,Silene dioica
Farm15,HLS,Two,2015,Silene dioica
Farm15,HLS,Three,2015,Silene dioica
Farm15,HLS,Four,2015,Silene dioica
Farm15,HLS,One,2013,Silene x hampeana
Farm15,HLS,Two,2013,Sinapis alba
Farm15,HLS,Four,2015,Sinapis alba
Farm15,HLS,Two,2015,Sisymbrium officinale
Farm15,HLS,Three,2015,Sisymbrium officinale
Farm15,HLS,Four,2015,Sisymbrium officinale
Farm15,HLS,Four,2015,Sonchus arvensis
Farm15,HLS,Three,2013,Sonchus asper
Farm15,HLS,Three,2015,Sonchus asper
Farm15,HLS,Two,2015,Sonchus oleraceus
Farm15,HLS,Three,2015,Sonchus oleraceus
Farm15,HLS,Three,2015,Stachys sylvatica
Farm15,HLS,One,2013,Stellaria graminea
Farm15,HLS,One,2013,Stellaria graminea
Farm15,HLS,One,2013,Stellaria graminea
Farm15,HLS,Two,2013,Stellaria graminea
Farm15,HLS,Two,2013,Stellaria graminea
Farm15,HLS,Two,2013,Stellaria graminea
Farm15,HLS,Two,2013,Stellaria graminea
Farm15,HLS,One,2014,Stellaria graminea
Farm15,HLS,One,2014,Stellaria graminea
Farm15,HLS,Two,2014,Stellaria graminea
Farm15,HLS,Two,2014,Stellaria graminea
Farm15,HLS,Two,2014,Stellaria graminea
Farm15,HLS,Two,2014,Stellaria graminea
Farm15,HLS,Two,2014,Stellaria graminea
Farm15,HLS,Three,2014,Stellaria graminea
Farm15,HLS,Two,2015,Stellaria graminea
Farm15,HLS,Two,2015,Stellaria graminea
Farm15,HLS,Three,2015,Stellaria graminea
Farm15,HLS,Three,2015,Stellaria graminea
Farm15,HLS,Three,2015,Stellaria graminea
Farm15,HLS,Four,2015,Stellaria graminea
Farm15,HLS,One,2013,Stellaria holostea
Farm15,HLS,One,2013,Stellaria holostea
Farm15,HLS,One,2013,Stellaria holostea
Farm15,HLS,One,2013,Stellaria holostea
Farm15,HLS,One,2013,Stellaria holostea
Farm15,HLS,One,2013,Stellaria holostea
Farm15,HLS,One,2014,Stellaria holostea
Farm15,HLS,One,2014,Stellaria holostea
Farm15,HLS,One,2014,Stellaria holostea
Farm15,HLS,One,2014,Stellaria holostea
Farm15,HLS,One,2014,Stellaria holostea
Farm15,HLS,One,2015,Stellaria holostea
Farm15,HLS,One,2015,Stellaria holostea
Farm15,HLS,Two,2015,Stellaria holostea
Farm15,HLS,Two,2015,Stellaria holostea
Farm15,HLS,Three,2015,Tamus communis
Farm15,HLS,One,2014,Taraxacum agg.
Farm15,HLS,One,2014,Taraxacum agg.
Farm15,HLS,One,2015,Taraxacum agg.
Farm15,HLS,One,2015,Taraxacum agg.
Farm15,HLS,One,2015,Taraxacum agg.
Farm15,HLS,Two,2015,Taraxacum agg.
Farm15,HLS,Three,2015,Taraxacum agg.
Farm15,HLS,Four,2015,Taraxacum agg.
Farm15,HLS,Four,2015,Taraxacum agg.
Farm15,HLS,Three,2013,Torilis japonica
Farm15,HLS,Three,2013,Torilis japonica
Farm15,HLS,Three,2014,Torilis japonica
Farm15,HLS,Three,2014,Torilis japonica
Farm15,HLS,Two,2014,Trifolium campestre
Farm15,HLS,Two,2014,Trifolium campestre
Farm15,HLS,One,2013,Trifolium dubium
Farm15,HLS,One,2013,Trifolium dubium
Farm15,HLS,Two,2013,Trifolium dubium
Farm15,HLS,Two,2013,Trifolium dubium
Farm15,HLS,Two,2013,Trifolium dubium
Farm15,HLS,Two,2013,Trifolium dubium
Farm15,HLS,Two,2013,Trifolium dubium
Farm15,HLS,Two,2013,Trifolium dubium
Farm15,HLS,One,2014,Trifolium dubium
Farm15,HLS,Two,2014,Trifolium dubium
Farm15,HLS,Two,2014,Trifolium dubium
Farm15,HLS,Two,2014,Trifolium dubium
Farm15,HLS,Two,2014,Trifolium dubium
Farm15,HLS,Two,2014,Trifolium dubium
Farm15,HLS,Two,2015,Trifolium dubium
Farm15,HLS,Two,2015,Trifolium dubium
Farm15,HLS,Three,2015,Trifolium dubium
Farm15,HLS,Two,2014,Trifolium hybridum
Farm15,HLS,Two,2014,Trifolium hybridum
Farm15,HLS,Two,2014,Trifolium hybridum
Farm15,HLS,Three,2014,Trifolium hybridum
Farm15,HLS,Three,2015,Trifolium hybridum
Farm15,HLS,Four,2015,Trifolium hybridum
Farm15,HLS,One,2013,Trifolium pratense
Farm15,HLS,One,2013,Trifolium pratense
Farm15,HLS,Two,2013,Trifolium pratense
Farm15,HLS,Two,2013,Trifolium pratense
Farm15,HLS,Two,2013,Trifolium pratense
Farm15,HLS,Two,2013,Trifolium pratense
Farm15,HLS,Two,2013,Trifolium pratense
Farm15,HLS,Three,2013,Trifolium pratense
Farm15,HLS,One,2014,Trifolium pratense
Farm15,HLS,Two,2014,Trifolium pratense
Farm15,HLS,Two,2014,Trifolium pratense
Farm15,HLS,Two,2014,Trifolium pratense
Farm15,HLS,Two,2014,Trifolium pratense
Farm15,HLS,Two,2014,Trifolium pratense
Farm15,HLS,Two,2014,Trifolium pratense
Farm15,HLS,Three,2014,Trifolium pratense
Farm15,HLS,Three,2014,Trifolium pratense
Farm15,HLS,Three,2014,Trifolium pratense
Farm15,HLS,Two,2015,Trifolium pratense
Farm15,HLS,Two,2015,Trifolium pratense
Farm15,HLS,Three,2015,Trifolium pratense
Farm15,HLS,Three,2015,Trifolium pratense
Farm15,HLS,Four,2015,Trifolium pratense
Farm15,HLS,Four,2015,Trifolium pratense
Farm15,HLS,Two,2013,Trifolium repens
Farm15,HLS,Two,2013,Trifolium repens
Farm15,HLS,Two,2013,Trifolium repens
Farm15,HLS,Two,2013,Trifolium repens
Farm15,HLS,Two,2013,Trifolium repens
Farm15,HLS,Three,2013,Trifolium repens
Farm15,HLS,Three,2013,Trifolium repens
Farm15,HLS,Two,2014,Trifolium repens
Farm15,HLS,Two,2014,Trifolium repens
Farm15,HLS,Two,2014,Trifolium repens
Farm15,HLS,Two,2014,Trifolium repens
Farm15,HLS,Two,2014,Trifolium repens
Farm15,HLS,Two,2014,Trifolium repens
Farm15,HLS,Two,2014,Trifolium repens
Farm15,HLS,Two,2014,Trifolium repens
Farm15,HLS,Two,2014,Trifolium repens
Farm15,HLS,Three,2014,Trifolium repens
Farm15,HLS,Three,2014,Trifolium repens
Farm15,HLS,Three,2014,Trifolium repens
Farm15,HLS,Two,2015,Trifolium repens
Farm15,HLS,Two,2015,Trifolium repens
Farm15,HLS,Three,2015,Trifolium repens
Farm15,HLS,Three,2015,Trifolium repens
Farm15,HLS,Four,2015,Trifolium repens
Farm15,HLS,Two,2013,Tripleurospermum inodorum
Farm15,HLS,Three,2013,Tripleurospermum inodorum
Farm15,HLS,Three,2013,Tripleurospermum inodorum
Farm15,HLS,Three,2014,Tripleurospermum inodorum
Farm15,HLS,Three,2014,Tripleurospermum inodorum
Farm15,HLS,Two,2015,Tripleurospermum inodorum
Farm15,HLS,Three,2015,Tripleurospermum inodorum
Farm15,HLS,Four,2015,Tripleurospermum inodorum
Farm15,HLS,One,2015,Ulex europaeus
Farm15,HLS,Four,2015,Verbena officinalis
Farm15,HLS,Two,2015,Veronica arvensis
Farm15,HLS,Four,2015,Veronica arvensis
Farm15,HLS,One,2013,Veronica chamaedrys
Farm15,HLS,One,2013,Veronica chamaedrys
Farm15,HLS,One,2013,Veronica chamaedrys
Farm15,HLS,One,2013,Veronica chamaedrys
Farm15,HLS,One,2014,Veronica chamaedrys
Farm15,HLS,One,2014,Veronica chamaedrys
Farm15,HLS,One,2014,Veronica chamaedrys
Farm15,HLS,One,2014,Veronica chamaedrys
Farm15,HLS,One,2014,Veronica chamaedrys
Farm15,HLS,One,2014,Veronica chamaedrys
Farm15,HLS,Two,2014,Veronica chamaedrys
Farm15,HLS,Two,2014,Veronica chamaedrys
Farm15,HLS,One,2015,Veronica chamaedrys
Farm15,HLS,Two,2015,Veronica chamaedrys
Farm15,HLS,One,2013,Veronica montana
Farm15,HLS,One,2014,Veronica officinalis
Farm15,HLS,Two,2015,Veronica officinalis
Farm15,HLS,One,2015,Veronica persica
Farm15,HLS,Two,2015,Veronica persica
Farm15,HLS,Three,2015,Veronica persica
Farm15,HLS,Four,2015,Veronica persica
Farm15,HLS,Two,2013,Vicia cracca
Farm15,HLS,Two,2013,Vicia cracca
Farm15,HLS,Three,2013,Vicia cracca
Farm15,HLS,Two,2014,Vicia cracca
Farm15,HLS,Two,2014,Vicia cracca
Farm15,HLS,Three,2014,Vicia cracca
Farm15,HLS,Three,2014,Vicia cracca
Farm15,HLS,Three,2014,Vicia cracca
Farm15,HLS,Three,2015,Vicia cracca
Farm15,HLS,Three,2015,Vicia cracca
Farm15,HLS,Four,2015,Vicia cracca
Farm15,HLS,Two,2014,Vicia hirsuta
Farm15,HLS,Two,2014,Vicia hirsuta
Farm15,HLS,Two,2015,Vicia hirsuta
Farm15,HLS,Three,2015,Vicia hirsuta
Farm15,HLS,Three,2015,Vicia hirsuta
Farm15,HLS,One,2013,Vicia sativa
Farm15,HLS,One,2013,Vicia sativa
Farm15,HLS,One,2013,Vicia sativa
Farm15,HLS,Two,2013,Vicia sativa
Farm15,HLS,One,2014,Vicia sativa
Farm15,HLS,One,2014,Vicia sativa
Farm15,HLS,One,2014,Vicia sativa
Farm15,HLS,One,2014,Vicia sativa
Farm15,HLS,Two,2014,Vicia sativa
Farm15,HLS,Two,2015,Vicia sativa
Farm15,HLS,One,2013,Vicia sepium
Farm15,HLS,One,2013,Vicia sepium
Farm15,HLS,One,2013,Vicia sepium
Farm15,HLS,One,2014,Vicia sepium
Farm15,HLS,Two,2015,Vicia sepium
Farm15,HLS,Two,2015,Vicia sepium
Farm15,HLS,Two,2015,Vicia sepium
Farm15,HLS,Two,2015,Vicia sepium
Farm15,HLS,Three,2015,Vicia sepium
Farm15,HLS,Two,2013,Vicia tetrasperma
Farm15,HLS,Two,2013,Vicia tetrasperma
Farm15,HLS,Two,2013,Vicia tetrasperma
Farm15,HLS,Two,2013,Vicia tetrasperma
Farm15,HLS,Two,2014,Vicia tetrasperma
Farm15,HLS,Two,2014,Vicia tetrasperma
Farm15,HLS,Two,2014,Vicia tetrasperma
Farm15,HLS,Two,2014,Vicia tetrasperma
Farm15,HLS,Two,2014,Vicia tetrasperma
Farm15,HLS,Two,2014,Vicia tetrasperma
Farm15,HLS,Two,2014,Vicia tetrasperma
Farm15,HLS,Two,2014,Vicia tetrasperma
Farm15,HLS,Two,2015,Viola arvensis
Farm15,HLS,Three,2015,Viola arvensis
Farm15,HLS,One,2015,Viola canina
Farm16,HLS,Three,2013,Achillea millefolium
Farm16,HLS,Three,2013,Achillea millefolium
Farm16,HLS,One,2013,Alliaria petiolata
Farm16,HLS,One,2013,Alliaria petiolata
Farm16,HLS,Two,2013,Anagallis arvensis
Farm16,HLS,One,2013,Anthriscus sylvestris
Farm16,HLS,One,2013,Anthriscus sylvestris
Farm16,HLS,One,2013,Anthriscus sylvestris
Farm16,HLS,One,2013,Anthriscus sylvestris
Farm16,HLS,One,2013,Anthriscus sylvestris
Farm16,HLS,One,2013,Anthriscus sylvestris
Farm16,HLS,One,2013,Anthriscus sylvestris
Farm16,HLS,One,2013,Anthriscus sylvestris
Farm16,HLS,Three,2013,Arctium minus
Farm16,HLS,One,2013,Bellis perennis
Farm16,HLS,One,2013,Bellis perennis
Farm16,HLS,Two,2013,Bryonia dioica
Farm16,HLS,Three,2013,Bryonia dioica
Farm16,HLS,One,2013,Capsella bursa-pastoris
Farm16,HLS,Two,2013,Carduus crispus
Farm16,HLS,Two,2013,Centaurea nigra
Farm16,HLS,Two,2013,Centaurium erythraea
Farm16,HLS,Two,2013,Centaurium erythraea
Farm16,HLS,One,2013,Cerastium fontanum
Farm16,HLS,Two,2013,Chaerophyllum temulum
Farm16,HLS,Two,2013,Chaerophyllum temulum
Farm16,HLS,Two,2013,Chaerophyllum temulum
Farm16,HLS,Two,2013,Cirsium arvense
Farm16,HLS,Two,2013,Cirsium arvense
Farm16,HLS,Two,2013,Cirsium arvense
Farm16,HLS,Two,2013,Cirsium arvense
Farm16,HLS,Two,2013,Cirsium arvense
Farm16,HLS,Two,2013,Cirsium arvense
Farm16,HLS,Two,2013,Cirsium arvense
Farm16,HLS,Two,2013,Cirsium arvense
Farm16,HLS,Three,2013,Cirsium arvense
Farm16,HLS,Three,2013,Cirsium arvense
Farm16,HLS,Three,2013,Cirsium arvense
Farm16,HLS,Three,2013,Cirsium arvense
Farm16,HLS,Three,2013,Cirsium arvense
Farm16,HLS,Three,2013,Cirsium arvense
Farm16,HLS,Three,2013,Cirsium arvense
Farm16,HLS,Three,2013,Cirsium arvense
Farm16,HLS,Three,2013,Cirsium arvense
Farm16,HLS,Three,2013,Cirsium vulgare
Farm16,HLS,Three,2013,Cirsium vulgare
Farm16,HLS,Three,2013,Cirsium vulgare
Farm16,HLS,Three,2013,Cirsium vulgare
Farm16,HLS,Three,2013,Cirsium vulgare
Farm16,HLS,Three,2013,Cirsium vulgare
Farm16,HLS,Three,2013,Cirsium vulgare
Farm16,HLS,Three,2013,Cirsium vulgare
Farm16,HLS,Three,2013,Cirsium vulgare
Farm16,HLS,Three,2013,Cirsium vulgare
Farm16,HLS,Three,2013,Cirsium vulgare
Farm16,HLS,Three,2013,Cirsium vulgare
Farm16,HLS,Three,2013,Clematis vitalba
Farm16,HLS,Three,2013,Clinopodium vulgare
Farm16,HLS,Three,2013,Clinopodium vulgare
Farm16,HLS,Three,2013,Clinopodium vulgare
Farm16,HLS,Two,2013,Conium maculatum
Farm16,HLS,Two,2013,Convolvulus arvensis
Farm16,HLS,Two,2013,Convolvulus arvensis
Farm16,HLS,Two,2013,Convolvulus arvensis
Farm16,HLS,Two,2013,Convolvulus arvensis
Farm16,HLS,Two,2013,Convolvulus arvensis
Farm16,HLS,Three,2013,Convolvulus arvensis
Farm16,HLS,Three,2013,Convolvulus arvensis
Farm16,HLS,Three,2013,Convolvulus arvensis
Farm16,HLS,Three,2013,Convolvulus arvensis
Farm16,HLS,Three,2013,Convolvulus arvensis
Farm16,HLS,Three,2013,Convolvulus arvensis
Farm16,HLS,Three,2013,Convolvulus arvensis
Farm16,HLS,Three,2013,Convolvulus arvensis
Farm16,HLS,Two,2013,Cornus sanguinea
Farm16,HLS,Two,2013,Crepis capillaris
Farm16,HLS,Two,2013,Crepis capillaris
Farm16,HLS,Two,2013,Crepis capillaris
Farm16,HLS,Two,2013,Crepis capillaris
Farm16,HLS,Three,2013,Crepis capillaris
Farm16,HLS,One,2013,Crepis vesicaria
Farm16,HLS,One,2013,Crepis vesicaria
Farm16,HLS,Three,2013,Daucus carota
Farm16,HLS,Three,2013,Daucus carota
Farm16,HLS,Three,2013,Dipsacus fullonum
Farm16,HLS,Three,2013,Dipsacus fullonum
Farm16,HLS,Two,2013,Epilobium hirsutum
Farm16,HLS,Two,2013,Euphorbia helioscopia
Farm16,HLS,One,2013,Euphorbia helioscopia
Farm16,HLS,Three,2013,Fagopyrum esculentum
Farm16,HLS,Two,2013,Galium mollugo
Farm16,HLS,Two,2013,Galium mollugo
Farm16,HLS,Two,2013,Geranium columbinum
Farm16,HLS,Two,2013,Geranium columbinum
Farm16,HLS,Two,2013,Geranium pratense
Farm16,HLS,Two,2013,Geranium pyrenaicum
Farm16,HLS,One,2013,Geranium robertianum
Farm16,HLS,One,2013,Geum urbanum
Farm16,HLS,One,2013,Glechoma hederacea
Farm16,HLS,One,2013,Glechoma hederacea
Farm16,HLS,One,2013,Glechoma hederacea
Farm16,HLS,One,2013,Glechoma hederacea
Farm16,HLS,One,2013,Glechoma hederacea
Farm16,HLS,One,2013,Glechoma hederacea
Farm16,HLS,One,2013,Glechoma hederacea
Farm16,HLS,Two,2013,Heracleum sphondylium
Farm16,HLS,Two,2013,Heracleum sphondylium
Farm16,HLS,Two,2013,Heracleum sphondylium
Farm16,HLS,Two,2013,Heracleum sphondylium
Farm16,HLS,Two,2013,Heracleum sphondylium
Farm16,HLS,Two,2013,Heracleum sphondylium
Farm16,HLS,Two,2013,Heracleum sphondylium
Farm16,HLS,Two,2013,Heracleum sphondylium
Farm16,HLS,Two,2013,Heracleum sphondylium
Farm16,HLS,Two,2013,Heracleum sphondylium
Farm16,HLS,Two,2013,Heracleum sphondylium
Farm16,HLS,Two,2013,Heracleum sphondylium
Farm16,HLS,One,2013,Heracleum sphondylium
Farm16,HLS,One,2013,Heracleum sphondylium
Farm16,HLS,Three,2013,Heracleum sphondylium
Farm16,HLS,Three,2013,Heracleum sphondylium
Farm16,HLS,Two,2013,Hieracium agg.
Farm16,HLS,Two,2013,Hieracium agg.
Farm16,HLS,Two,2013,Hypericum perforatum
Farm16,HLS,Two,2013,Hypericum perforatum
Farm16,HLS,Two,2013,Hypericum perforatum
Farm16,HLS,Two,2013,Hypericum perforatum
Farm16,HLS,Three,2013,Hypericum perforatum
Farm16,HLS,Three,2013,Hypericum perforatum
Farm16,HLS,Three,2013,Hypericum perforatum
Farm16,HLS,Two,2013,Hypochaeris radicata
Farm16,HLS,Two,2013,Hypochaeris radicata
Farm16,HLS,Two,2013,Hypochaeris radicata
Farm16,HLS,Two,2013,Hypochaeris radicata
Farm16,HLS,Two,2013,Hypochaeris radicata
Farm16,HLS,Two,2013,Knautia arvensis
Farm16,HLS,Two,2013,Knautia arvensis
Farm16,HLS,Two,2013,Knautia arvensis
Farm16,HLS,Three,2013,Knautia arvensis
Farm16,HLS,Three,2013,Knautia arvensis
Farm16,HLS,Three,2013,Knautia arvensis
Farm16,HLS,One,2013,Lamium album
Farm16,HLS,One,2013,Lamium album
Farm16,HLS,One,2013,Lamium album
Farm16,HLS,One,2013,Lamium album
Farm16,HLS,One,2013,Lamium purpureum
Farm16,HLS,One,2013,Lamium purpureum
Farm16,HLS,One,2013,Lamium purpureum
Farm16,HLS,One,2013,Lamium purpureum
Farm16,HLS,One,2013,Lamium purpureum
Farm16,HLS,One,2013,Lamium purpureum
Farm16,HLS,Two,2013,Lapsana communis
Farm16,HLS,Three,2013,Lathyrus pratensis
Farm16,HLS,Three,2013,Linaria vulgaris
Farm16,HLS,Three,2013,Linum usitatissimum
Farm16,HLS,Two,2013,Lotus corniculatus
Farm16,HLS,Two,2013,Lotus corniculatus
Farm16,HLS,Two,2013,Lotus corniculatus
Farm16,HLS,Two,2013,Lotus corniculatus
Farm16,HLS,Three,2013,Lotus corniculatus
Farm16,HLS,Three,2013,Lotus corniculatus
Farm16,HLS,Three,2013,Lotus corniculatus
Farm16,HLS,Three,2013,Lotus corniculatus
Farm16,HLS,Three,2013,Lotus corniculatus
Farm16,HLS,Two,2013,Malva sylvestris
Farm16,HLS,Two,2013,Malva sylvestris
Farm16,HLS,Two,2013,Medicago lupulina
Farm16,HLS,Two,2013,Medicago lupulina
Farm16,HLS,One,2013,Medicago lupulina
Farm16,HLS,Three,2013,Melilotus alba
Farm16,HLS,Three,2013,Melilotus alba
Farm16,HLS,Two,2013,Melilotus officinalis
Farm16,HLS,Two,2013,Melilotus officinalis
Farm16,HLS,Two,2013,Melilotus officinalis
Farm16,HLS,Three,2013,Melilotus officinalis
Farm16,HLS,Three,2013,Melilotus officinalis
Farm16,HLS,Two,2013,Myosotis arvensis
Farm16,HLS,Two,2013,Myosotis arvensis
Farm16,HLS,One,2013,Myosotis arvensis
Farm16,HLS,One,2013,Myosotis arvensis
Farm16,HLS,One,2013,Myosotis arvensis
Farm16,HLS,Three,2013,Myosotis arvensis
Farm16,HLS,Three,2013,Odontites vernus
Farm16,HLS,Two,2013,Onobrychis viciifolia
Farm16,HLS,Two,2013,Onobrychis viciifolia
Farm16,HLS,Three,2013,Onobrychis viciifolia
Farm16,HLS,Two,2013,Orobanche minor
Farm16,HLS,Two,2013,Papaver rhoeas
Farm16,HLS,Two,2013,Papaver rhoeas
Farm16,HLS,Two,2013,Papaver rhoeas
Farm16,HLS,Three,2013,Phacelia tanacetifolia
Farm16,HLS,Three,2013,Picris hieraciodies
Farm16,HLS,Three,2013,Picris hieraciodies
Farm16,HLS,Three,2013,Picris hieraciodies
Farm16,HLS,Three,2013,Picris hieraciodies
Farm16,HLS,Three,2013,Pimpinella saxifraga
Farm16,HLS,Three,2013,Pimpinella saxifraga
Farm16,HLS,Two,2013,Plantago lanceolata
Farm16,HLS,Two,2013,Plantago lanceolata
Farm16,HLS,Two,2013,Plantago lanceolata
Farm16,HLS,Two,2013,Potentilla reptans
Farm16,HLS,Two,2013,Prunella vulgaris
Farm16,HLS,Two,2013,Prunella vulgaris
Farm16,HLS,Two,2013,Prunella vulgaris
Farm16,HLS,Three,2013,Pulicaria dysenterica
Farm16,HLS,Three,2013,Pulicaria dysenterica
Farm16,HLS,Two,2013,Ranunculus acris
Farm16,HLS,One,2013,Ranunculus bulbosus
Farm16,HLS,Two,2013,Ranunculus repens
