Farm,Type,Round,Date,Species,Number
Farm9,HLS,1,25/05/2014,Bombus rupestris,1
Farm9,HLS,3,09/08/2014,Bombus rupestris,3
Farm9,HLS,2,13/07/2013,Bombus terrestris,3
Farm9,HLS,2,13/07/2013,Bombus terrestris,1
Farm9,HLS,2,13/07/2013,Bombus terrestris,1
Farm9,HLS,2,13/07/2013,Bombus terrestris,1
Farm9,HLS,2,13/07/2013,Bombus terrestris,2
Farm9,HLS,2,13/07/2013,Bombus terrestris,2
Farm9,HLS,2,13/07/2013,Bombus terrestris,1
Farm9,HLS,2,13/07/2013,Bombus terrestris,1
Farm9,HLS,2,13/07/2013,Bombus terrestris,1
Farm9,HLS,3,07/08/2013,Bombus terrestris,2
Farm9,HLS,3,07/08/2013,Bombus terrestris,2
Farm9,HLS,3,07/08/2013,Bombus terrestris,1
Farm9,HLS,3,07/08/2013,Bombus terrestris,4
Farm9,HLS,3,07/08/2013,Bombus terrestris,1
Farm9,HLS,3,07/08/2013,Bombus terrestris,3
Farm9,HLS,3,07/08/2013,Bombus terrestris,1
Farm9,HLS,3,07/08/2013,Bombus terrestris,2
Farm9,HLS,3,07/08/2013,Bombus terrestris,1
Farm9,HLS,3,07/08/2013,Bombus terrestris,1
Farm9,HLS,3,07/08/2013,Bombus terrestris,10
Farm9,HLS,3,07/08/2013,Bombus terrestris,2
Farm9,HLS,3,07/08/2013,Bombus terrestris,1
Farm9,HLS,3,07/08/2013,Bombus terrestris,1
Farm9,HLS,3,07/08/2013,Bombus terrestris,1
Farm9,HLS,3,07/08/2013,Bombus terrestris,1
Farm9,HLS,2,04/07/2014,Bombus terrestris,1
Farm9,HLS,2,04/07/2014,Bombus terrestris,1
Farm9,HLS,3,09/08/2014,Bombus terrestris,3
Farm9,HLS,3,09/08/2014,Bombus terrestris,3
Farm9,HLS,1,26/05/2013,Bombus vestalis,1
Farm9,HLS,3,07/08/2013,Bombus vestalis,1
Farm9,HLS,3,07/08/2013,Bombus vestalis,1
Farm9,HLS,3,07/08/2013,Bombus vestalis,2
Farm9,HLS,3,07/08/2013,Bombus vestalis,1
Farm9,HLS,3,07/08/2013,Lasioglossum calceatum,1
Farm9,HLS,1,26/05/2013,Nomada goodeniana,1
Farm9,HLS,1,26/05/2013,Nomada ruficornis,1
Farm9,HLS,1,25/05/2014,Nomada ruficornis,1
Farm10,HLS,3,07/08/2014,Andrena alfkenella,2
Farm10,HLS,1,05/06/2013,Andrena cineraria,1
Farm10,HLS,2,29/06/2014,Andrena cineraria,1
Farm10,HLS,1,05/06/2013,Andrena dorsata,1
Farm10,HLS,1,05/06/2013,Andrena dorsata,1
Farm10,HLS,1,05/06/2013,Andrena dorsata,1
Farm10,HLS,2,05/07/2013,Andrena haemorrhoa,1
Farm10,HLS,2,05/07/2013,Andrena minutula,1
Farm10,HLS,2,29/06/2014,Andrena minutula,1
Farm10,HLS,2,29/06/2014,Andrena nitida,1
Farm10,HLS,2,29/06/2014,Andrena semilaevis,1
Farm10,HLS,2,29/06/2014,Andrena semilaevis,1
Farm10,HLS,2,29/06/2014,Anthidium manicatum,1
Farm10,HLS,1,05/06/2013,Bombus hortorum,2
Farm10,HLS,1,05/06/2013,Bombus hortorum,1
Farm10,HLS,2,05/07/2013,Bombus hortorum,1
Farm10,HLS,2,05/07/2013,Bombus hortorum,1
Farm10,HLS,2,05/07/2013,Bombus hortorum,1
Farm10,HLS,2,05/07/2013,Bombus hortorum,2
Farm10,HLS,2,05/07/2013,Bombus hortorum,2
Farm10,HLS,2,05/07/2013,Bombus hortorum,1
Farm10,HLS,2,05/07/2013,Bombus hortorum,1
Farm10,HLS,2,05/07/2013,Bombus hortorum,1
Farm10,HLS,2,05/07/2013,Bombus hortorum,1
Farm10,HLS,2,05/07/2013,Bombus hortorum,1
Farm10,HLS,2,05/07/2013,Bombus hortorum,1
Farm10,HLS,2,05/07/2013,Bombus hortorum,1
Farm10,HLS,2,05/07/2013,Bombus hortorum,1
Farm10,HLS,2,05/07/2013,Bombus hortorum,1
Farm10,HLS,3,03/08/2013,Bombus hortorum,1
Farm10,HLS,3,03/08/2013,Bombus hortorum,1
Farm10,HLS,3,03/08/2013,Bombus hortorum,1
Farm10,HLS,3,03/08/2013,Bombus hortorum,2
Farm10,HLS,1,27/05/2014,Bombus hortorum,3
Farm10,HLS,1,27/05/2014,Bombus hortorum,2
Farm10,HLS,1,27/05/2014,Bombus hortorum,1
Farm10,HLS,2,29/06/2014,Bombus hortorum,1
Farm10,HLS,2,29/06/2014,Bombus hortorum,1
Farm10,HLS,2,29/06/2014,Bombus hortorum,1
Farm10,HLS,2,29/06/2014,Bombus hortorum,1
Farm10,HLS,2,29/06/2014,Bombus hortorum,3
Farm10,HLS,2,29/06/2014,Bombus hortorum,2
Farm10,HLS,2,29/06/2014,Bombus hortorum,3
Farm10,HLS,3,07/08/2014,Bombus hortorum,1
Farm10,HLS,3,07/08/2014,Bombus hortorum,1
Farm10,HLS,3,07/08/2014,Bombus hortorum,1
Farm10,HLS,3,07/08/2014,Bombus hortorum,1
Farm10,HLS,3,03/08/2013,Bombus hypnorum,1
Farm10,HLS,1,05/06/2013,Bombus lapidarius,1
Farm10,HLS,2,05/07/2013,Bombus lapidarius,1
Farm10,HLS,2,05/07/2013,Bombus lapidarius,1
Farm10,HLS,2,05/07/2013,Bombus lapidarius,1
Farm10,HLS,2,05/07/2013,Bombus lapidarius,1
Farm10,HLS,2,05/07/2013,Bombus lapidarius,1
Farm10,HLS,2,05/07/2013,Bombus lapidarius,7
Farm10,HLS,2,05/07/2013,Bombus lapidarius,1
Farm10,HLS,2,05/07/2013,Bombus lapidarius,16
Farm10,HLS,2,05/07/2013,Bombus lapidarius,15
Farm10,HLS,2,05/07/2013,Bombus lapidarius,8
Farm10,HLS,3,03/08/2013,Bombus lapidarius,29
Farm10,HLS,3,03/08/2013,Bombus lapidarius,2
Farm10,HLS,3,03/08/2013,Bombus lapidarius,14
Farm10,HLS,3,03/08/2013,Bombus lapidarius,2
Farm10,HLS,3,03/08/2013,Bombus lapidarius,34
Farm10,HLS,3,03/08/2013,Bombus lapidarius,53
Farm10,HLS,3,03/08/2013,Bombus lapidarius,1
Farm10,HLS,3,03/08/2013,Bombus lapidarius,4
Farm10,HLS,3,03/08/2013,Bombus lapidarius,1
Farm10,HLS,3,03/08/2013,Bombus lapidarius,2
Farm10,HLS,3,03/08/2013,Bombus lapidarius,1
Farm10,HLS,3,03/08/2013,Bombus lapidarius,2
Farm10,HLS,3,03/08/2013,Bombus lapidarius,1
Farm10,HLS,3,03/08/2013,Bombus lapidarius,1
Farm10,HLS,3,03/08/2013,Bombus lapidarius,3
Farm10,HLS,3,03/08/2013,Bombus lapidarius,8
Farm10,HLS,3,03/08/2013,Bombus lapidarius,1
Farm10,HLS,3,03/08/2013,Bombus lapidarius,1
Farm10,HLS,3,03/08/2013,Bombus lapidarius,4
Farm10,HLS,3,03/08/2013,Bombus lapidarius,9
Farm10,HLS,3,03/08/2013,Bombus lapidarius,1
Farm10,HLS,3,03/08/2013,Bombus lapidarius,1
Farm10,HLS,3,03/08/2013,Bombus lapidarius,3
Farm10,HLS,3,03/08/2013,Bombus lapidarius,1
Farm10,HLS,3,03/08/2013,Bombus lapidarius,1
Farm10,HLS,3,03/08/2013,Bombus lapidarius,1
Farm10,HLS,3,03/08/2013,Bombus lapidarius,5
Farm10,HLS,3,03/08/2013,Bombus lapidarius,1
Farm10,HLS,3,03/08/2013,Bombus lapidarius,1
Farm10,HLS,3,03/08/2013,Bombus lapidarius,2
Farm10,HLS,3,03/08/2013,Bombus lapidarius,2
Farm10,HLS,2,29/06/2014,Bombus lapidarius,11
Farm10,HLS,2,29/06/2014,Bombus lapidarius,1
Farm10,HLS,2,29/06/2014,Bombus lapidarius,1
Farm10,HLS,2,29/06/2014,Bombus lapidarius,1
Farm10,HLS,2,29/06/2014,Bombus lapidarius,1
Farm10,HLS,2,29/06/2014,Bombus lapidarius,1
Farm10,HLS,2,29/06/2014,Bombus lapidarius,1
Farm10,HLS,2,29/06/2014,Bombus lapidarius,2
Farm10,HLS,2,29/06/2014,Bombus lapidarius,1
Farm10,HLS,2,29/06/2014,Bombus lapidarius,1
Farm10,HLS,2,29/06/2014,Bombus lapidarius,1
Farm10,HLS,2,29/06/2014,Bombus lapidarius,2
Farm10,HLS,2,29/06/2014,Bombus lapidarius,10
Farm10,HLS,2,29/06/2014,Bombus lapidarius,6
Farm10,HLS,2,29/06/2014,Bombus lapidarius,1
Farm10,HLS,2,29/06/2014,Bombus lapidarius,2
Farm10,HLS,2,29/06/2014,Bombus lapidarius,1
Farm10,HLS,2,29/06/2014,Bombus lapidarius,6
Farm10,HLS,2,29/06/2014,Bombus lapidarius,2
Farm10,HLS,2,29/06/2014,Bombus lapidarius,1
Farm10,HLS,3,07/08/2014,Bombus lapidarius,3
Farm10,HLS,3,07/08/2014,Bombus lapidarius,20
Farm10,HLS,3,07/08/2014,Bombus lapidarius,11
Farm10,HLS,3,07/08/2014,Bombus lapidarius,1
Farm10,HLS,3,07/08/2014,Bombus lapidarius,1
Farm10,HLS,3,07/08/2014,Bombus lapidarius,1
Farm10,HLS,3,07/08/2014,Bombus lapidarius,1
Farm10,HLS,3,07/08/2014,Bombus lapidarius,4
Farm10,HLS,3,07/08/2014,Bombus lapidarius,17
Farm10,HLS,3,07/08/2014,Bombus lapidarius,1
Farm10,HLS,3,07/08/2014,Bombus lapidarius,1
Farm10,HLS,3,07/08/2014,Bombus lapidarius,1
Farm10,HLS,3,07/08/2014,Bombus lapidarius,2
Farm10,HLS,3,07/08/2014,Bombus lapidarius,1
Farm10,HLS,3,07/08/2014,Bombus lapidarius,1
Farm10,HLS,3,07/08/2014,Bombus lapidarius,1
Farm10,HLS,3,07/08/2014,Bombus lapidarius,1
Farm10,HLS,3,07/08/2014,Bombus lapidarius,3
Farm10,HLS,3,07/08/2014,Bombus lapidarius,11
Farm10,HLS,3,07/08/2014,Bombus lapidarius,7
Farm10,HLS,3,07/08/2014,Bombus lapidarius,1
Farm10,HLS,3,07/08/2014,Bombus lapidarius,1
Farm10,HLS,3,07/08/2014,Bombus lapidarius,11
Farm10,HLS,2,05/07/2013,Bombus lucorum,2
Farm10,HLS,2,05/07/2013,Bombus lucorum,1
Farm10,HLS,2,05/07/2013,Bombus lucorum,1
Farm10,HLS,2,05/07/2013,Bombus lucorum,2
Farm10,HLS,2,05/07/2013,Bombus lucorum,1
Farm10,HLS,2,05/07/2013,Bombus lucorum,1
Farm10,HLS,2,05/07/2013,Bombus lucorum,1
Farm10,HLS,2,05/07/2013,Bombus lucorum,2
Farm10,HLS,2,05/07/2013,Bombus lucorum,1
Farm10,HLS,3,03/08/2013,Bombus lucorum,1
Farm10,HLS,3,03/08/2013,Bombus lucorum,2
Farm10,HLS,3,03/08/2013,Bombus lucorum,2
Farm10,HLS,3,03/08/2013,Bombus lucorum,1
Farm10,HLS,3,03/08/2013,Bombus lucorum,3
Farm10,HLS,3,03/08/2013,Bombus lucorum,2
Farm10,HLS,2,29/06/2014,Bombus lucorum,1
Farm10,HLS,2,29/06/2014,Bombus lucorum,1
Farm10,HLS,3,07/08/2014,Bombus lucorum,2
Farm10,HLS,3,07/08/2014,Bombus lucorum,1
Farm10,HLS,3,07/08/2014,Bombus lucorum,1
Farm10,HLS,3,07/08/2014,Bombus lucorum,1
Farm10,HLS,1,05/06/2013,Bombus pascuorum,1
Farm10,HLS,1,05/06/2013,Bombus pascuorum,3
Farm10,HLS,1,05/06/2013,Bombus pascuorum,4
Farm10,HLS,1,05/06/2013,Bombus pascuorum,1
Farm10,HLS,2,05/07/2013,Bombus pascuorum,3
Farm10,HLS,2,05/07/2013,Bombus pascuorum,1
Farm10,HLS,2,05/07/2013,Bombus pascuorum,1
Farm10,HLS,2,05/07/2013,Bombus pascuorum,3
Farm10,HLS,2,05/07/2013,Bombus pascuorum,1
Farm10,HLS,2,05/07/2013,Bombus pascuorum,2
Farm10,HLS,2,05/07/2013,Bombus pascuorum,2
Farm10,HLS,2,05/07/2013,Bombus pascuorum,3
Farm10,HLS,2,05/07/2013,Bombus pascuorum,3
Farm10,HLS,2,05/07/2013,Bombus pascuorum,3
Farm10,HLS,2,05/07/2013,Bombus pascuorum,3
Farm10,HLS,2,05/07/2013,Bombus pascuorum,1
Farm10,HLS,3,03/08/2013,Bombus pascuorum,7
Farm10,HLS,3,03/08/2013,Bombus pascuorum,2
Farm10,HLS,3,03/08/2013,Bombus pascuorum,7
Farm10,HLS,3,03/08/2013,Bombus pascuorum,2
Farm10,HLS,3,03/08/2013,Bombus pascuorum,1
Farm10,HLS,3,03/08/2013,Bombus pascuorum,3
Farm10,HLS,3,03/08/2013,Bombus pascuorum,3
Farm10,HLS,3,03/08/2013,Bombus pascuorum,6
Farm10,HLS,3,03/08/2013,Bombus pascuorum,1
Farm10,HLS,3,03/08/2013,Bombus pascuorum,1
Farm10,HLS,3,03/08/2013,Bombus pascuorum,2
Farm10,HLS,3,03/08/2013,Bombus pascuorum,1
Farm10,HLS,3,03/08/2013,Bombus pascuorum,1
Farm10,HLS,1,27/05/2014,Bombus pascuorum,1
Farm10,HLS,1,27/05/2014,Bombus pascuorum,2
Farm10,HLS,1,27/05/2014,Bombus pascuorum,2
Farm10,HLS,1,27/05/2014,Bombus pascuorum,1
Farm10,HLS,1,27/05/2014,Bombus pascuorum,1
Farm10,HLS,2,29/06/2014,Bombus pascuorum,1
Farm10,HLS,2,29/06/2014,Bombus pascuorum,1
Farm10,HLS,2,29/06/2014,Bombus pascuorum,1
Farm10,HLS,2,29/06/2014,Bombus pascuorum,1
Farm10,HLS,2,29/06/2014,Bombus pascuorum,4
Farm10,HLS,2,29/06/2014,Bombus pascuorum,1
Farm10,HLS,2,29/06/2014,Bombus pascuorum,1
Farm10,HLS,3,07/08/2014,Bombus pascuorum,1
Farm10,HLS,3,07/08/2014,Bombus pascuorum,1
Farm10,HLS,3,07/08/2014,Bombus pascuorum,1
Farm10,HLS,3,07/08/2014,Bombus pascuorum,1
Farm10,HLS,3,07/08/2014,Bombus pascuorum,1
Farm10,HLS,3,07/08/2014,Bombus pascuorum,3
Farm10,HLS,3,07/08/2014,Bombus pascuorum,1
Farm10,HLS,3,07/08/2014,Bombus pascuorum,1
Farm10,HLS,3,07/08/2014,Bombus pascuorum,2
Farm10,HLS,3,07/08/2014,Bombus pascuorum,1
Farm10,HLS,3,07/08/2014,Bombus pascuorum,7
Farm10,HLS,2,05/07/2013,Bombus pratorum,1
Farm10,HLS,3,03/08/2013,Bombus pratorum,1
Farm10,HLS,3,03/08/2013,Bombus pratorum,1
Farm10,HLS,1,27/05/2014,Bombus pratorum,1
Farm10,HLS,1,27/05/2014,Bombus pratorum,1
Farm10,HLS,2,29/06/2014,Bombus pratorum,1
Farm10,HLS,2,29/06/2014,Bombus rupestris,1
Farm10,HLS,3,07/08/2014,Bombus rupestris,1
Farm10,HLS,2,05/07/2013,Bombus terrestris,2
Farm10,HLS,2,05/07/2013,Bombus terrestris,1
Farm10,HLS,2,05/07/2013,Bombus terrestris,1
Farm10,HLS,2,05/07/2013,Bombus terrestris,1
Farm10,HLS,2,05/07/2013,Bombus terrestris,1
Farm10,HLS,2,05/07/2013,Bombus terrestris,3
Farm10,HLS,2,05/07/2013,Bombus terrestris,1
Farm10,HLS,2,05/07/2013,Bombus terrestris,5
Farm10,HLS,2,05/07/2013,Bombus terrestris,6
Farm10,HLS,2,05/07/2013,Bombus terrestris,4
Farm10,HLS,2,05/07/2013,Bombus terrestris,2
Farm10,HLS,2,05/07/2013,Bombus terrestris,2
Farm10,HLS,2,05/07/2013,Bombus terrestris,2
Farm10,HLS,2,05/07/2013,Bombus terrestris,1
Farm10,HLS,3,03/08/2013,Bombus terrestris,12
Farm10,HLS,3,03/08/2013,Bombus terrestris,1
Farm10,HLS,3,03/08/2013,Bombus terrestris,1
Farm10,HLS,3,03/08/2013,Bombus terrestris,1
Farm10,HLS,3,03/08/2013,Bombus terrestris,2
Farm10,HLS,3,03/08/2013,Bombus terrestris,88
Farm10,HLS,3,03/08/2013,Bombus terrestris,6
Farm10,HLS,3,03/08/2013,Bombus terrestris,1
Farm10,HLS,3,03/08/2013,Bombus terrestris,2
Farm10,HLS,3,03/08/2013,Bombus terrestris,1
Farm10,HLS,3,03/08/2013,Bombus terrestris,1
Farm10,HLS,3,03/08/2013,Bombus terrestris,1
Farm10,HLS,3,03/08/2013,Bombus terrestris,1
Farm10,HLS,3,03/08/2013,Bombus terrestris,1
Farm10,HLS,3,03/08/2013,Bombus terrestris,2
Farm10,HLS,3,03/08/2013,Bombus terrestris,1
Farm10,HLS,3,03/08/2013,Bombus terrestris,4
Farm10,HLS,3,03/08/2013,Bombus terrestris,1
Farm10,HLS,3,03/08/2013,Bombus terrestris,1
Farm10,HLS,3,03/08/2013,Bombus terrestris,2
Farm10,HLS,3,03/08/2013,Bombus terrestris,1
Farm10,HLS,3,03/08/2013,Bombus terrestris,20
Farm10,HLS,3,03/08/2013,Bombus terrestris,2
Farm10,HLS,3,03/08/2013,Bombus terrestris,2
Farm10,HLS,2,29/06/2014,Bombus terrestris,1
Farm10,HLS,2,29/06/2014,Bombus terrestris,2
Farm10,HLS,2,29/06/2014,Bombus terrestris,1
Farm10,HLS,2,29/06/2014,Bombus terrestris,1
Farm10,HLS,3,07/08/2014,Bombus terrestris,2
Farm10,HLS,3,07/08/2014,Bombus terrestris,1
Farm10,HLS,3,07/08/2014,Bombus terrestris,3
Farm10,HLS,3,07/08/2014,Bombus terrestris,12
Farm10,HLS,3,07/08/2014,Bombus terrestris,1
Farm10,HLS,3,07/08/2014,Bombus terrestris,1
Farm10,HLS,3,07/08/2014,Bombus terrestris,1
Farm10,HLS,3,07/08/2014,Bombus terrestris,4
Farm10,HLS,3,07/08/2014,Bombus terrestris,3
Farm10,HLS,3,03/08/2013,Bombus vestalis,1
Farm10,HLS,3,03/08/2013,Bombus vestalis,2
Farm10,HLS,3,03/08/2013,Bombus vestalis,1
Farm10,HLS,3,03/08/2013,Bombus vestalis,1
Farm10,HLS,3,03/08/2013,Bombus vestalis,1
Farm10,HLS,2,29/06/2014,Bombus vestalis,1
Farm10,HLS,3,07/08/2014,Bombus vestalis,1
Farm10,HLS,3,07/08/2014,Halictus rubicundus,1
Farm10,HLS,2,29/06/2014,Halictus tumulorum,1
Farm10,HLS,3,07/08/2014,Halictus tumulorum,1
Farm10,HLS,2,05/07/2013,Lasioglossum calceatum,1
Farm10,HLS,2,29/06/2014,Lasioglossum calceatum,1
Farm10,HLS,2,29/06/2014,Lasioglossum calceatum,1
Farm10,HLS,3,07/08/2014,Lasioglossum calceatum,1
Farm10,HLS,2,29/06/2014,Lasioglossum malachurum,1
Farm10,HLS,2,29/06/2014,Lasioglossum malachurum,1
Farm10,HLS,2,29/06/2014,Lasioglossum malachurum,9
Farm10,HLS,2,29/06/2014,Lasioglossum malachurum,2
Farm10,HLS,2,29/06/2014,Lasioglossum malachurum,1
Farm10,HLS,2,29/06/2014,Lasioglossum malachurum,1
Farm10,HLS,2,29/06/2014,Lasioglossum malachurum,1
Farm10,HLS,2,29/06/2014,Lasioglossum malachurum,2
Farm10,HLS,2,29/06/2014,Lasioglossum malachurum,1
Farm10,HLS,2,29/06/2014,Lasioglossum malachurum,1
Farm10,HLS,3,07/08/2014,Lasioglossum malachurum,2
Farm10,HLS,3,07/08/2014,Lasioglossum malachurum,1
Farm10,HLS,2,29/06/2014,Lasioglossum morio,2
Farm10,HLS,3,07/08/2014,Lasioglossum morio,1
Farm10,HLS,2,05/07/2013,Megachile versicolor,1
Farm10,HLS,3,07/08/2014,Megachile versicolor,1
Farm10,HLS,3,07/08/2014,Melitta tricincta,10
Farm10,HLS,2,29/06/2014,Osmia caerulescens,1
Farm10,HLS,3,07/08/2014,Sphecodes monilicornis,1
Farm11,ELS,2,06/07/2014,Andrena bicolor,1
Farm11,ELS,1,31/05/2013,Andrena carantonica,1
Farm11,ELS,2,06/07/2014,Andrena cineraria,1
Farm11,ELS,1,31/05/2013,Andrena fulva,1
Farm11,ELS,2,06/07/2014,Andrena minutula,1
Farm11,ELS,2,06/07/2014,Andrena semilaevis,1
Farm11,ELS,3,04/08/2013,Bombus barbutellus,1
Farm11,ELS,1,31/05/2013,Bombus hortorum,2
Farm11,ELS,2,09/07/2013,Bombus hortorum,1
Farm11,ELS,2,09/07/2013,Bombus hortorum,1
Farm11,ELS,3,04/08/2013,Bombus hortorum,1
Farm11,ELS,1,22/05/2014,Bombus hortorum,3
Farm11,ELS,1,22/05/2014,Bombus hortorum,1
Farm11,ELS,1,22/05/2014,Bombus hortorum,1
Farm11,ELS,1,22/05/2014,Bombus hortorum,5
Farm11,ELS,2,09/07/2013,Bombus hypnorum,1
Farm11,ELS,3,04/08/2013,Bombus hypnorum,3
Farm11,ELS,3,04/08/2013,Bombus hypnorum,1
Farm11,ELS,2,06/07/2014,Bombus hypnorum,1
Farm11,ELS,3,04/08/2013,Bombus lapidarius,1
Farm11,ELS,3,04/08/2013,Bombus lapidarius,190
Farm11,ELS,3,04/08/2013,Bombus lapidarius,2
Farm11,ELS,3,04/08/2013,Bombus lapidarius,139
Farm11,ELS,3,04/08/2013,Bombus lapidarius,14
Farm11,ELS,3,04/08/2013,Bombus lapidarius,6
Farm11,ELS,3,04/08/2013,Bombus lapidarius,2
Farm11,ELS,3,04/08/2013,Bombus lapidarius,2
Farm11,ELS,3,04/08/2013,Bombus lapidarius,1
Farm11,ELS,3,04/08/2013,Bombus lapidarius,1
Farm11,ELS,3,04/08/2013,Bombus lapidarius,4
Farm11,ELS,3,04/08/2013,Bombus lapidarius,4
Farm11,ELS,3,04/08/2013,Bombus lapidarius,6
Farm11,ELS,3,04/08/2013,Bombus lapidarius,1
Farm11,ELS,3,04/08/2013,Bombus lapidarius,1
Farm11,ELS,3,04/08/2013,Bombus lapidarius,1
Farm11,ELS,3,04/08/2013,Bombus lapidarius,3
Farm11,ELS,3,04/08/2013,Bombus lapidarius,1
Farm11,ELS,3,04/08/2013,Bombus lapidarius,1
Farm11,ELS,3,04/08/2013,Bombus lapidarius,1
Farm11,ELS,3,04/08/2013,Bombus lapidarius,71
Farm11,ELS,3,04/08/2013,Bombus lapidarius,59
Farm11,ELS,3,04/08/2013,Bombus lapidarius,1
Farm11,ELS,3,04/08/2013,Bombus lapidarius,1
Farm11,ELS,3,04/08/2013,Bombus lapidarius,1
Farm11,ELS,3,04/08/2013,Bombus lapidarius,1
Farm11,ELS,3,04/08/2013,Bombus lapidarius,1
Farm11,ELS,3,04/08/2013,Bombus lapidarius,1
Farm11,ELS,3,04/08/2013,Bombus lapidarius,1
Farm11,ELS,3,04/08/2013,Bombus lapidarius,95
Farm11,ELS,3,04/08/2013,Bombus lapidarius,15
Farm11,ELS,3,04/08/2013,Bombus lapidarius,134
Farm11,ELS,3,04/08/2013,Bombus lapidarius,1
Farm11,ELS,2,09/07/2013,Bombus lapidarius,1
Farm11,ELS,2,09/07/2013,Bombus lapidarius,1
Farm11,ELS,2,09/07/2013,Bombus lapidarius,2
Farm11,ELS,2,09/07/2013,Bombus lapidarius,4
Farm11,ELS,2,06/07/2014,Bombus lapidarius,1
Farm11,ELS,2,06/07/2014,Bombus lapidarius,1
Farm11,ELS,3,07/08/2014,Bombus lapidarius,57
Farm11,ELS,3,07/08/2014,Bombus lapidarius,14
Farm11,ELS,3,07/08/2014,Bombus lapidarius,1
Farm11,ELS,3,07/08/2014,Bombus lapidarius,1
Farm11,ELS,3,07/08/2014,Bombus lapidarius,20
Farm11,ELS,3,07/08/2014,Bombus lapidarius,1
Farm11,ELS,3,07/08/2014,Bombus lapidarius,28
Farm11,ELS,3,07/08/2014,Bombus lapidarius,4
Farm11,ELS,3,07/08/2014,Bombus lapidarius,1
Farm11,ELS,3,07/08/2014,Bombus lapidarius,3
Farm11,ELS,3,07/08/2014,Bombus lapidarius,132
Farm11,ELS,3,07/08/2014,Bombus lapidarius,16
Farm11,ELS,3,04/08/2013,Bombus lucorum,1
Farm11,ELS,2,06/07/2014,Bombus lucorum,1
Farm11,ELS,2,06/07/2014,Bombus lucorum,2
Farm11,ELS,2,09/07/2013,Bombus pascuorum,2
Farm11,ELS,2,09/07/2013,Bombus pascuorum,1
Farm11,ELS,2,09/07/2013,Bombus pascuorum,1
Farm11,ELS,2,09/07/2013,Bombus pascuorum,2
Farm11,ELS,2,09/07/2013,Bombus pascuorum,1
Farm11,ELS,2,09/07/2013,Bombus pascuorum,1
Farm11,ELS,2,09/07/2013,Bombus pascuorum,1
Farm11,ELS,2,09/07/2013,Bombus pascuorum,1
Farm11,ELS,3,04/08/2013,Bombus pascuorum,5
Farm11,ELS,3,04/08/2013,Bombus pascuorum,3
Farm11,ELS,3,04/08/2013,Bombus pascuorum,1
Farm11,ELS,3,04/08/2013,Bombus pascuorum,1
Farm11,ELS,3,04/08/2013,Bombus pascuorum,1
Farm11,ELS,3,04/08/2013,Bombus pascuorum,9
Farm11,ELS,3,04/08/2013,Bombus pascuorum,1
Farm11,ELS,3,04/08/2013,Bombus pascuorum,2
Farm11,ELS,1,22/05/2014,Bombus pascuorum,4
Farm11,ELS,1,22/05/2014,Bombus pascuorum,1
Farm11,ELS,2,06/07/2014,Bombus pascuorum,1
Farm11,ELS,2,06/07/2014,Bombus pascuorum,1
Farm11,ELS,2,06/07/2014,Bombus pascuorum,1
Farm11,ELS,2,06/07/2014,Bombus pascuorum,2
Farm11,ELS,2,06/07/2014,Bombus pascuorum,1
Farm11,ELS,2,06/07/2014,Bombus pascuorum,1
Farm11,ELS,3,07/08/2014,Bombus pascuorum,1
Farm11,ELS,3,07/08/2014,Bombus pascuorum,1
Farm11,ELS,3,07/08/2014,Bombus pascuorum,1
Farm11,ELS,3,07/08/2014,Bombus pascuorum,1
Farm11,ELS,3,07/08/2014,Bombus pascuorum,1
Farm11,ELS,3,07/08/2014,Bombus pascuorum,1
Farm11,ELS,3,07/08/2014,Bombus pascuorum,1
Farm11,ELS,2,09/07/2013,Bombus pratorum,1
Farm11,ELS,2,09/07/2013,Bombus pratorum,2
Farm11,ELS,2,06/07/2014,Bombus pratorum,1
Farm11,ELS,3,07/08/2014,Bombus pratorum,1
Farm11,ELS,1,22/05/2014,Bombus pratorum,1
Farm11,ELS,3,04/08/2013,Bombus rupestris,7
Farm11,ELS,3,07/08/2014,Bombus rupestris,1
Farm11,ELS,2,09/07/2013,Bombus terrestris,2
Farm11,ELS,2,09/07/2013,Bombus terrestris,1
Farm11,ELS,2,09/07/2013,Bombus terrestris,2
Farm11,ELS,2,09/07/2013,Bombus terrestris,1
Farm11,ELS,2,09/07/2013,Bombus terrestris,2
Farm11,ELS,2,09/07/2013,Bombus terrestris,1
Farm11,ELS,2,09/07/2013,Bombus terrestris,1
Farm11,ELS,3,04/08/2013,Bombus terrestris,7
Farm11,ELS,3,04/08/2013,Bombus terrestris,1
Farm11,ELS,3,04/08/2013,Bombus terrestris,1
Farm11,ELS,3,04/08/2013,Bombus terrestris,3
Farm11,ELS,3,04/08/2013,Bombus terrestris,2
Farm11,ELS,3,04/08/2013,Bombus terrestris,1
Farm11,ELS,3,04/08/2013,Bombus terrestris,2
Farm11,ELS,2,06/07/2014,Bombus terrestris,1
Farm11,ELS,2,06/07/2014,Bombus terrestris,1
Farm11,ELS,3,07/08/2014,Bombus terrestris,11
Farm11,ELS,3,07/08/2014,Bombus terrestris,1
Farm11,ELS,3,07/08/2014,Bombus terrestris,1
Farm11,ELS,3,07/08/2014,Bombus terrestris,3
Farm11,ELS,3,04/08/2013,Bombus vestalis,4
Farm11,ELS,2,06/07/2014,Bombus vestalis,1
Farm11,ELS,2,09/07/2013,Colletes daviesanus,1
